stage,endoderm,epidermis,fin.epithelia,gut,mesenchyme,neural,olfactory
  7-9,3.82,0,0,0,0,0,0
 10-12,13.08,0,0,0,0,9.28,0
 36-46,0,0,1.85,0,0,0,0
 48-58,0,0,0,0,0,0,25.69
 60-70,0,0,0,0,0,1.85,6.24
 72-82,0,0,0,0,0,0,1.1
 84-94,0,0,0,0,0.63,0,53.06
 96-106,0,0,0,0,0,0,61.37
108-118,0,2.18,0,0,0,0,19.82
120,0,0,0,1.92,0,0,109.97
