stage,axial,blastomeres,endoderm,glial,immune,neural
  5-6,6.25,6.07,0,0,0,0
 10-12,0,0,19.36,0,0,7.87
 36-46,0,0,0,0,2.54,0
 48-58,0,0,0,0,1.4,0
 60-70,0,0,0,0,10.01,2.05
 72-82,0,0,0,0.72,0.61,0
 84-94,0,0,0,0,4.82,0
 96-106,0,0,0,0,4.79,0
108-118,0,0,0,0,5.39,0
120,0,0,0,6.28,9.5,0
