stage,endocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,immune,mesenchyme,neural,otic,periderm,spinal.cord
  7-9,0,0,0,0,0,0,0,4.11,0,0,0
 14-21,1.13,0,0,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,3.91,0,0,0
 36-46,0,0,1.17,2.07,0,0,0,2.33,0,0,0.94
 60-70,0,0,0,0,1.97,0,0.8,2.46,0,0,0
 72-82,0,0,0,0,0,0,1.24,1.11,0.52,0,0
 84-94,0,0,0,0,0,4.51,0,0,0,0,0
 96-106,0,3.12,0,0,0,16.49,0,4.2,0.77,0,0
108-118,0,0,0,0,0,7.36,3.36,3.3,0,0.67,0
120,0,0,0,0,0,11.5,3.8,0,0,0,0
