stage,eye,neural,periderm,spinal.cord
  3-4,0,0,14.6,0
 24-34,0,3.23,0,0
 36-46,0,4.68,0,0
 48-58,0,2.7,0,0.51
 60-70,0,3.35,0,0
 72-82,0,13.74,0,0
 84-94,1.38,3.49,0,0
 96-106,0,3.94,0,0
108-118,1.17,3.29,0,0
