stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.51,412.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.62,0,0,0,0,0,0,0,0,0,0
  5-6,18.86,226.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,12.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,0,0,0,13.86,0,0,7.62,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,42.46,0,0,0,0,0,24.47,0,0,0,0,0,0,0,0,0,0,0,179.3,17.68,0,0,66.87,0,0,0,0,12.12,0,0,0,0,0,0,0
 14-21,0,0.9,0,2.86,13.16,13.5,0,39.8,0,0,0,0.83,4.96,0,0.89,0,0,0,0,0,0,15.75,0,0,12.31,198.93,0.95,0,6.3,2.21,0,2.23,0,42.32,0.85,0,73.34,34.27,0,0,0,0
 24-34,0,0,0.65,0,18.64,0.9,0,53.91,0,1.92,0.61,1.13,0.67,0,0.98,4.11,0.83,0.92,1.36,1.55,3.28,26.94,0.84,0,11.61,333.53,0,0,3.64,1,0,2.47,0,0.85,0,0.85,19.88,49.24,0,6.68,0,5.67
 36-46,0,0,0,0,9.78,0,0,40.21,0,14.08,0,11.4,0,0,0.73,2.17,0,0,0,0.83,0,25.93,0,0,9.17,180.45,0,3.13,2.63,0,0,6,0.81,0,0,0.74,0,32.19,0,2.79,0,0
 48-58,0,0,0,0,19.59,0,0,48.75,2.83,2.6,1.84,16.18,0.92,0,1.67,1.91,0.4,3.83,0.39,1.6,2.98,45.27,0.52,0.69,10.61,149.06,0.46,0,2.7,0,0,1.28,0,0,0,1.14,0,18.67,0,2.77,0,0
 60-70,0,0,0,0,8.26,0,0,80.7,0,16.51,1.46,33.29,5.91,0,0,1.96,3.79,0,0,1.19,0,38.67,0,3.01,7.4,114.46,14.09,0.62,1.46,0,0,9.49,0,0,0,0,0,17.67,0,6.55,0,2.31
 72-82,0,0,0,0,13.93,2.02,0,73.92,0,0.6,0.69,32.08,2.27,0,1.93,9.03,1.06,0.82,0.69,2.23,0,60.76,0.78,0,19.78,129.5,0,0.67,0,0,0,3.45,0,0,1.99,0,0,23.92,1.85,9.65,0,2.39
 84-94,0,0,0,0,18.24,6.28,2.25,48.52,0,4.3,2.92,32.31,3.86,0,0.7,5.36,2.94,1.18,0.69,2.34,0,42,0,2.23,9.83,107.85,4.11,0.65,1.39,0,0,20.97,0,0,1.69,0,0,8.35,1.23,7.67,0,1.41
 96-106,0,0,0.61,0,24.39,13.65,0,55.65,0.74,3.79,6.33,32.78,2.2,0,7.25,14.7,2.08,1.25,0.77,6.48,1.15,90.21,0,3.36,22.27,119.91,0.81,1.86,3.67,0,4.36,20.4,0,0,1.26,0,0,13.92,0,5.81,0,2.03
108-118,0,0,0.92,0.74,45.01,6.01,3.61,78.87,1.86,10.12,5.01,45.99,4.01,0,1.71,7.93,0,1.23,0,2.19,0.53,126.43,10.65,3.68,32.71,169.01,1.13,3.09,4.43,0,0,40.93,0,0,0.5,0,0,9.84,0,12.43,1,5.83
120,0,0,0,0,70.23,4.43,0,53.49,1.58,5.42,3.54,48.19,12.33,0,1.54,16.26,1.07,16.16,0,0,1.79,131.3,1.63,8.68,27.36,205.32,8.45,1.45,1.1,0,0,48.54,0,0,0,0,0,12.07,1.46,16.66,17.97,3.45
