stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,38.85,706.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,100.43,2594.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46,0,0,0,0,0,80.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,76.56,38.67,0,88.58,0,0,218.45,0,0,0,0,0,55.75,0,0,0,0,0,0,0,0,0,0,0,1823.62,64.61,0,0,592.76,0,7.06,25.17,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.59,0,84.72,0,14.23,105.12,0,0,0,0,0,24.63,0,0,0,0,0,0,0,0,0,0,0,1130.85,54.92,0,0,260.68,0,0,11.32,4.36,19.13,0,5.96,0,0,0,0,0,0
 14-21,0,0,0,2.88,66.29,6.36,18.37,0,0,0,4.83,1.01,3.19,0,0,0,0,0,0,1.01,42.47,0,0,31.67,296.68,5.89,0,0.89,8.11,0,54.18,0,29.62,7.7,0,34.06,93.48,0,0,0,0,0
 24-34,0,0,1.29,1.23,26.18,0,22.75,0,1.5,0,3.77,0,0,0.86,0.67,0,0,2.13,0,2.59,39.36,0,0,21.49,454.32,4.67,0,1.37,0,0,44.72,0,0,1.61,0.91,5.24,102.95,0,0,9.29,0,0
 36-46,0,0,0.98,0,15.14,0,55.17,0,0,0.77,15.94,0,0,2.41,0,1.63,0.94,1.92,0,5.56,52.71,0,1.94,7.06,285.61,3.22,1.23,1.37,0,0,19.52,0.81,0,0,6.3,1.38,61.24,0,0,2.26,0,0
 48-58,0,0,0.59,0,19.08,0,83.83,0,2.94,0.98,42.57,1.26,0,2.19,0,0.38,1.5,1.27,0.52,2.02,87.16,0,1.23,17.81,212.48,0.46,0,2.3,0,0.56,22.99,0,0,0,0,0,74.67,0,1.04,0.91,0,0
 60-70,0,0,0,0,10.81,0,87.44,0,2.95,6.99,38.96,0,0,1.65,2.37,0,1.86,0,1.41,0,136.44,0,2.73,8.84,129.98,0,0,0,0,1.73,16.69,0,0,0,0,0,32.67,0,2.8,0.83,0.73,0
 72-82,0,0,0,0,4.14,3.82,30.6,0,0,2.93,19.23,0.87,0,1.8,0,0,0,0.6,0,0,65.95,0,0.81,3.95,71.8,0.52,1.44,3.46,0,11.44,17.65,0,0,0,0,0,6.1,0,1.85,1.72,0.84,0
 84-94,0,0,0.81,0,23.93,0,47.11,1.17,7.45,0.78,23.52,2.5,0,0,0,0.73,0.7,0.57,0,0,88.58,0,4.1,3.54,37.19,1.52,0.71,1.34,0,2.65,27.65,0,0,0,0,0,0,0.66,0.69,6.77,0,1.67
 96-106,0,0,0.89,0,10.24,0,33.02,0,0,0,28.91,2.59,0,0,0.73,0,0.77,0.63,4.84,0,23.53,1.13,2.56,0.62,20.83,0,0,2.82,0,0,24.59,0,0,0,0,0,0,2.04,3.88,7.49,1.69,0
108-118,0,0,0,0,23.52,0.72,58.66,0,3.07,8.4,27.08,4.96,0,0.93,2.07,0.78,1.07,0,4.66,0.61,69.05,0,2.23,4.36,35.67,0.5,0.94,4.89,0,0,21.56,0,0,1.16,0,0,0,0,1.8,4.05,0,0
120,0,0,7.34,0,51.9,0,64.25,0,15.16,0,38.58,8.48,0,0,0,1.67,11.41,0,0,0,137.14,0,2.75,9.53,64.41,7.82,1.57,0,0,0,6.24,0,0,0,0,0,25.51,3.81,0,5.74,17.7,0
