stage,epidermis,eye,glial,neural,spinal.cord
 14-21,0,0,0,0.83,0
 24-34,0,0,0,5.54,0
 36-46,0,3.15,0,10.78,3.07
 48-58,0,0.88,0,8.31,4.62
 60-70,3.27,3.16,1.52,6.73,3.51
 72-82,0,7.75,0,1.26,0
 84-94,0,4.57,0,0,0
 96-106,0,2.11,0,2.99,0
108-118,0,10.24,0,0,0
120,0,0,0,12.1,0
