stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,slow.muscle
  5-6,9.27,0,0,0,0,0,0
 14-21,0,1.26,0,0,0,23.34,0
 24-34,0,0,0.71,0,0,0,0
 36-46,0,0,0,0,0,11.94,4.05
 48-58,0,0,0,1.38,0,0.73,0
 60-70,0,0,0,0,0,1.62,0
 72-82,0,0,0,0,0,0.83,0
 96-106,0,0,0,0,0.98,0,0
120,0,1.41,0,0,0,0,0
