stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.7,254.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.05,0,0,0,0,0,0,0,0,0,0
  5-6,32.27,491.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38,0,0,0,0,0,374.32,0,0,0,0,0,0,0,0,0,0
  7-9,32.55,4.37,0,44.79,0,0,0,31.07,0,0,0,0,0,63.32,0,0,0,0,0,0,0,0,0,0,0,348.6,36.82,0,0,116.19,0,29.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,53.78,0,16.41,0,16.13,0,0,0,0,0,28,0,0,0,0,0,3.73,0,0,0,0,0,313.31,60.78,0,0,185.76,0,11.98,4.37,0,26.37,0,0,0,0,0,0,0
 14-21,0,0,1.05,6.8,90.23,10.09,0,2.76,0,0,0,10.13,5.75,0,0,0,7.87,0,0,1.94,0,21.56,0,0,17.02,72.65,43.19,2.34,0.94,8.16,0,26.56,0,55.73,30.94,20.9,85.9,0,0,4.87,0,0
 24-34,0,0,0.6,0,29.64,0,0,11.97,0,2.53,1.98,1.48,0.67,0,1.06,0,6.21,0,0,12.03,0,27.3,7.77,0,10,172.95,22.49,11.43,3.7,0,0,100.12,0,0,38.57,4.61,65.11,0,0,15.19,0,0
 36-46,0,0,0,0,14.74,0,0,37.64,0,0,1.87,7.07,1.22,0,0,0,0,0,0.61,0,0,22.12,3.13,0,10.74,177.58,8.17,11.13,0.61,0,0,135.95,0,0,13.54,0,38.68,0,0,5.32,0,0
 48-58,0,0,0,1.75,8,0,0,61.81,0,3.37,4.27,20.75,0,3.47,1.05,0,4.42,0,2.51,0,4.74,47.2,1.78,0,10.24,160.37,12.65,10.17,6.64,0,0,90.93,0.65,0,1.13,0,35.55,0,0,8.22,0,3.3
 60-70,0,0,0.86,0,7.12,0.67,0,87.83,0,11.5,2.03,53.53,5.86,0,0,5.09,7.09,0,4.14,9.63,0,116.53,6.55,0,1.97,129.43,1.48,20.18,7.12,0,0,128.75,0,0,5.42,0,20.38,0.81,0.71,2.54,0,5.91
 72-82,0,0,0.87,0,11.89,2.07,0,52.44,0,0,6.88,48.06,38.23,0,0,0,2.21,0,1.62,2.24,0,99.17,4.16,3.22,6.06,90.62,2.95,17.25,7.76,0,1.1,76.19,0,0,5.26,0,11.91,7.78,0,8.06,6.1,0
 84-94,0,0,1.42,1.04,11.75,1.67,0,51.24,7.04,0.97,5.07,40.93,66.65,0.99,0,4.26,9.11,0,2.01,6.76,0,59.87,6.73,4.08,5.27,104.29,3.33,19.33,5.72,0,0,192.63,0,0,5.3,0,10.82,17.24,1.79,9.52,3.58,0
 96-106,0,0,8.2,0,28.18,1.69,1.98,89.22,0,1.53,0.97,42.65,98.75,0,0.75,8.09,3.12,0,6.48,18.76,0,33.86,0,0.76,6.94,125.24,0.58,22.09,9.76,0,0,163.79,0,0,0.71,0,6.87,16.83,0,8.39,2.67,0
108-118,0,0,5.46,0,24.66,6.71,8.6,94.76,0,1.91,4.07,46.49,67.08,0,0,7.45,2.55,1.16,5.57,15.39,0,31.5,5.69,0,2.85,88.04,0.46,23.02,12.95,0,2.83,61.78,0,0,1.28,0,4.66,17.96,0,1.26,0.91,0
120,0,0,0,0,47.58,27.15,0,86.53,0,6.39,3.18,72.37,131.74,0,0,0,4.23,7.31,4.73,10.97,0,30.07,3.02,1.83,0,85.9,1.08,17.95,17.65,0,0,112.78,0,0,1.62,0,1.75,8.76,0,5.13,0,0
