stage,eye,mesenchyme,neural,periderm,spinal.cord
 14-21,0,3.39,0,3.31,0
 24-34,0.75,0,7.39,3.74,1.29
 48-58,0.49,0,0.75,0,2.15
 60-70,1.85,0,3.67,0,0
 72-82,1.97,0,1.51,0,0
 96-106,0,0,5.82,0,0
108-118,7.89,0,0,0,0
120,0,0,0,3.64,0
