stage,eye,mesenchyme,neural,olfactory,taste
 36-46,0,0,0,3.48,0
 48-58,4.26,0,0,1.47,0
 72-82,0,0,0,62.77,0
 84-94,0,0,0,87.6,0
 96-106,0,0,2.59,266.1,0
108-118,0,0,0,132.82,1
120,0,35.59,0,16.45,0
