stage,axial,blastomeres,endoderm,epidermis,eye,gut,neural,paraxial.mesoderm,periderm,pronephros
  3-4,0,21.4,0,0,0,0,0,0,0,0
  5-6,7.26,52.06,0,0,0,0,0,0,0,0
  7-9,0,0,3.43,0,18.83,0,42.79,0,0,0
 10-12,0,0,0,0,0,0,29.38,6.02,0,9.55
 14-21,0,0,0,0,0,1.29,0,0,0,0
 24-34,0,0,0,0,0,0,0,0,3.41,0
 36-46,0,0,0,0,0,0,0.88,0,0,0
 60-70,0,0,0,3.76,0,0,0.79,0,0,0
 72-82,0,0,0,0,0,0,1.72,0,0,0
