stage,axial,blastomeres,epidermis,erythrocytes,eye,neural,notochord,paraxial.mesoderm,periderm,pronephros,spinal.cord
  3-4,0,41.06,0,0,0,0,0,0,0,0,0
  5-6,0,41.16,0,0,0,0,0,0,0,0,0
  7-9,6.37,0,0,0,3.8,4.5,3.63,10.12,0,0,0
 14-21,0,0,3.04,0,1.26,1.2,0,0,0,0,0
 36-46,0,0,0,0,0,11.67,0,0,0,0,0.78
 48-58,0,0,0,0,0,3.95,0,0,0,0,0
 60-70,0,0,0,0,2.05,1.01,0,0,0,0,0
 72-82,0,0,0,0,1.58,6.27,0,0,0,0,0
 84-94,0,0,0,0.69,0,0,0,0,0,0,0
108-118,0,0,0,0,0,1.84,0,0,0,0,0
120,0,0,0,0,0,0,0,0,8.28,1.97,0
