stage,axial,eye,glial,immune,mesenchyme,neural,spinal_cord,vasculature
  3-4,9.89,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,1.61,0,0
 48-58,0,0.58,0,3.54,0,4.37,0.7,0
 60-70,0,0,4.11,10.88,1.56,2.37,0,0
 72-82,0,0,2.08,7.09,0,2.96,0,0.57
 84-94,0,0,0,21.76,0,0,0,0
 96-106,0,0,0,37.49,0,4.68,0,0
108-118,0,0,0,25.66,0,1.37,0,0
120,0,0,0,28.49,0,12.87,0,0
