stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,60.82,1454.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.76,0,0,0,0,0,0,0,0,0,0,0
  5-6,106.25,1358.54,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.37,0,0,0,21.97,0,72.12,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.61,76.49,0,79.98,0,0,0,249.45,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,1506.38,45.2,0,0,622.34,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,166.59,0,75.74,0,29.51,0,171.12,0,0,0,0,36.64,0,0,0,0,0,0,0,0,0,0,3.87,2510.18,84.56,0,0,770.16,0,0,6.41,14.3,64.51,0,12.78,0,0,0,0,0,0
 14-21,0,0,1.23,0,36.35,7.32,0,21.86,0,0,6.56,0,0,1.15,0,0,0,0,0,1.72,27.42,0,0,13.38,320.13,2.81,1.57,3.48,6.46,0,2.36,0.9,25.08,5.43,0,41.84,89.51,0,0,1.16,0,0
 24-34,0,0,0,4.08,12.06,0,0,31.91,1.94,1.21,14.36,1.29,0,1.48,0.9,0,0,0.75,0,1.61,28.23,0,1.63,16.82,594.73,11.81,7.31,3.39,0,0,2.21,0,3.03,0,1.03,6.15,105.75,0,0,11.14,0,0
 36-46,0,0,0,0,14.28,0,0,124.75,0,0,46.76,0,0,0,0,0,1.21,1.79,0,0.61,46.9,0.59,15.12,13.02,639.17,1.34,3.21,3.88,16.41,0,8.97,0,0,0,0,0,120.9,0,0,0.65,0,0.74
 48-58,0,0,0.54,0,5.74,0,0,253.64,0.4,2.08,40.31,0,0,0,0,0,0.5,0.37,0,0,61.18,0,5.3,11.28,725.96,0.5,6.24,4.63,0,0,5.95,0,0,0.53,0,0,113.06,0,0.4,3.62,0,1.99
 60-70,0,0,0.57,0,14.61,1.64,0,451.84,0,0.85,53.35,0,0,0,1.9,0,0.81,0,0,0,73.29,0,1.84,8.51,660.38,0,1.1,3.87,0,1.85,0,0,0,0,0,0,71.74,2.13,0,12.52,0.83,2.08
 72-82,0,0,1.33,0,3.92,3.72,0,298.27,0,4.05,44.24,0.88,0,0,0,1.73,1.52,10.66,0,0,51.76,0,5.91,3.73,473.39,0,3.79,3.06,0,0,0.98,0,0,0.64,0,0,39.28,0,7.71,3.49,5.78,2
 84-94,0,0,0,0,11.73,9.73,0,271.6,1.73,1.92,60.21,2.23,0,0,3.32,0.6,0.87,0,1.64,1.53,72.87,0,7.83,9.14,345.42,1.97,0.56,5.13,0,0,14.13,0,0,0,0,0,54.2,0,0,6.5,0.81,0.63
 96-106,0,0,0,0,8.85,9.48,5.91,217.17,0.56,2.27,28.93,0.77,0,3.66,8.38,1.93,1.7,2.2,0,0.77,49.73,0,4.05,6.28,340.04,0.58,7.03,5.93,0,0,19.89,0,0,0,0,0,20.14,1.55,0,7.99,1.92,14
108-118,0,0,4.02,0,25.95,17.17,0,183.1,0.48,0.45,31.31,0.47,0,0.43,3.04,1.09,0.83,2.58,0,2.25,69.05,0,6.18,6.53,441.4,0,5.57,23.55,0,0,3.18,0,0,0,0,0,16.15,0,1.23,14.42,0.44,0
120,0,0,9.35,0,16.52,3.97,0,225.39,11.02,1.04,44.54,4.78,0,4.06,0,0,0,0,0,0,41.63,0,0,9.91,396.86,0,3.8,17.41,0,0,3.07,0,0,0,1.69,0,7.84,0,0,17.82,4.11,0
