stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,27.95,478.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.71,0,0,0,0,0,0,0,0,0,0
  5-6,7.25,45.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,11.52,0,0,0,0,0,7.03,0,0,0,0,0,0,0,0,0,0,0,10.21,0,0,0,23.14,0,0,21.45,0,0,0,0,0,0,0,0,0
 10-12,0,13.58,0,0,0,16.73,0,0,0,0,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,15.99,7.81,0,0,12.54,0,0,0,16.9,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.83,26.97,128.81,0,0.81,0,0,0,0,0,0,7.8,0,0,0,0,1.04,0.97,13.67,0,0,1.07,43.79,12.51,0,1.65,0,0,0,0.9,0,0,0.92,44.3,0,0,52.34,0,0
 24-34,0,0,1.47,0,42.67,23.78,0,12.93,0,0,0,8.08,0.64,0,23.03,0,0,0.83,0,0,8.9,52.98,0,0,4.27,113.29,18,0.76,2.13,0,0,2.81,0,0,0,0,65.46,0,0,290.94,0,0
 36-46,0,0,0,0,23.04,19.71,0,6.8,0,0,3.31,7.95,0,2.9,9.34,0,0,0,1.23,0,23.32,53.29,4.4,0,4.57,242.76,16.65,0,0,0,0,10.25,0,0,0,0,46.29,0,0,252.8,0,5.89
 48-58,0,0,1,0,18.97,12.52,0,39.23,0,0,4.3,14.05,0,1.94,15.82,0,0.51,0.46,0,2.43,4.62,104.38,0,4.41,0.99,388.43,13.96,0.38,3.24,0,0,19.48,0,5.68,0,0,49.03,0,0.61,233.08,0,0
 60-70,0.81,0,1.41,0,15.87,0,0,202.47,1,4.72,4.24,11.63,0,0,15.97,2.8,0,0,1.07,0,2.17,191.92,0,0,3.26,793.58,7.38,0.96,5.05,0,1.46,37.93,0,0.73,0,0,56.57,0,11.62,284.3,0,1.05
 72-82,0,0,0,0,12.96,1,0,324.86,0,0,3.33,97.89,2.64,1.02,35.22,0,0,0.57,1.53,0,0,237.19,3.05,10.14,7.72,766.21,0.98,3.75,6.24,0,1.78,15.18,0,2.41,0,0,41.29,4.98,36.75,474.81,9.43,2.57
 84-94,0,0,2.24,0,9.68,6.71,0,322.05,0,0,4.83,77.92,3.42,1.3,33.36,0,0.55,0,0,1.38,1.55,246.62,1.42,5,11.18,508.12,8.16,0,3.17,0,2.65,26.52,0,0.64,0,0,36.08,6.84,16.53,468.1,13.24,0
 96-106,0,0,0,0,15.86,26.03,0,290.59,0,0,6.41,121.72,6.79,0,24.19,0.94,0.88,0,1.99,3.15,0,211.69,1.41,3.61,1.19,348.65,4.61,5.42,15.74,0,13.76,21.18,0,3.84,0.6,0,20.24,24.8,31.52,514.28,9,0
108-118,0,0,1.71,0,7.58,16.6,1.57,230.4,0,0.56,4.17,96.84,3.81,0,21.85,0.86,0,3.6,0,3.91,1.61,202.72,0,0.44,6.05,524.88,2.13,2.01,3.13,0,4.09,7.93,0,4.65,0,0,9.58,19.11,25.64,429.15,10.36,0
120,0,0,11.25,0,24.52,1.98,1.09,280.44,0,0,0,220.54,17.67,0,36.86,4.1,0,0,0,0,0,178.01,0,8.17,12.5,594.65,27.18,3.09,0,0,27.19,3.44,0,1.66,0,0,7.18,14.08,33.42,388.25,1.96,0
