stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,58.93,1139.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8,0,0,0,0,0,0,0,0,0,0,0
  5-6,29.91,423.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,105.29,21.32,0,76.4,0,0,0,27.52,0,0,0,0,0,71.59,0,0,0,0,0,0,0,0,0,0,262.92,22.08,0,0,20.47,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,44.77,0,63.16,0,0,0,256.29,0,0,0,0,0,39.1,0,0,0,0,0,0,0,0,0,0,1004.64,62.32,0,0,108.39,0,0,43.62,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.11,2.74,74.19,6.48,0,5.02,0,0,0,4.88,0,0.93,1.93,0,3.89,0,0,0,23.7,0,0,14.01,297.46,3.36,0,2.11,0.85,0,0.85,2.81,1.96,13.89,0,3.57,104.55,0,0,0,0,0
 24-34,0,0,0,1.36,50.4,1.47,0,39.42,0,0.89,0.83,27.18,0,0,0.86,1.54,6.84,0,2.37,0,116.02,0.61,0,31.6,639.91,6.92,1.38,32.38,0,0,1.88,0.86,0,69.62,0,0,217.98,0,0,7.24,0,0
 36-46,0,0,1.51,0,27.19,2.57,0,32.82,1.36,6.34,7.71,20.56,2.26,0,1.7,0,5.82,0.56,1.14,0,134.49,0.78,0.89,42.82,1109.16,17.05,0.94,30.54,0,1.69,3.15,0,0,29.06,0,0.7,321.59,0,0,3.67,0,0
 48-58,0,2.59,1.14,0,28.12,3.01,0,163.72,1.77,0.47,7.95,109.55,3,0.58,1.19,0,4.09,1.9,3.54,8.39,98.12,1.05,1.53,36.44,2641.18,5.9,1.27,23.1,0,0.61,8.65,0,0.92,27.44,0.81,0,365.08,0,0.37,6.92,0,6.58
 60-70,0,0,2.79,0,34.14,0,0,183.13,3.97,3.17,12.15,146.94,17.78,0,4.71,0,5.71,3.44,2.04,1.06,149.36,1.99,10.64,39.51,3419.01,0.66,0,16.24,0,1.84,8.84,0,0,20.8,0,0,648.54,1.95,5.66,9.73,5.13,7.29
 72-82,0,0,3.29,0,36.38,8.79,0,182.2,3.35,0.5,18.11,99.44,17.37,0,0.86,1.97,21.48,3.89,0,2.73,158.44,2.45,6.78,43.69,1895.72,0,0,30.87,0,0,16.61,0,0,35.69,0,0,311,2.23,4.91,8.11,12.03,22.73
 84-94,0,0,1.85,0,17.76,0,1.17,175.02,0.8,1.89,12.36,64.9,15.11,0,0,4.22,15.15,1.69,1.33,10.18,97.74,0,11.26,21.43,1215.09,0,0.85,50.37,0,4.36,11.06,2.8,0,70.11,0,0,196.69,1.45,6.11,6.79,14.55,0
 96-106,0,0,1.82,0,15.32,6.85,0,76.84,7.42,1,2.79,49.45,11.38,0,2.14,0.66,16.37,1.03,0,0,125.26,2.86,5.12,14.38,741.36,1.15,0,61.69,0,5,15.44,0,0,51.92,2.76,0,88.14,0.99,0,9.87,18.39,0.9
108-118,0,0,0.59,1.8,17.77,0,0.46,69.29,1.22,0,7.56,59.25,7.72,0,4.84,1.03,23.93,2.34,3.78,0,129.5,3,18.02,19.94,925.16,2.98,1.19,66.67,0,8.76,5.24,0,0,55.54,0,0,47.52,4.09,0,4.95,19.04,0
120,0,0,1.73,0,32.74,14.81,0,157.66,1.01,6.23,7.16,70.29,23.48,0,1.17,0,17.62,12.29,0,0,132.81,0,30.12,10.4,1025.55,0,0,76.02,0,17.1,1.36,0,0,44.57,0,0,64.26,7.39,0,2.46,36.38,0
