stage,eye,glial,mesenchyme,muscle,neural,paraxial.mesoderm,spinal.cord,vasculature
  7-9,0,0,0,0,0,4.68,0,0
 14-21,0,0,0,0,0,0,0.82,0
 24-34,0,0,0,0,3.09,0,0,0
 36-46,0,0,0,0,1.39,0,0,0
 48-58,0.62,0,0,0,0.94,0,0,3.98
 60-70,3.5,0.96,0.68,1.06,2.84,0,2.05,0
 72-82,0,0,0.91,0,3.93,0,0.86,0
 84-94,0,1.07,0,0,0,0,0,0
 96-106,0,0,0,0.62,3.8,0,0,0
108-118,0,2.77,0,0,1.64,0,0,0
