stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,110.48,1816.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,83.31,930.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85,0,0,0,0,26.03,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.68,4.72,0,15.82,0,0,0,35.75,0,0,0,0,0,21.08,0,0,0,0,0,0,0,0,0,0,0,312.27,26.21,0,0,95.53,0,4.3,0,0,0,0,0,0,0,0,0,0
 10-12,0,33.02,0,5.06,0,0,0,27.17,0,0,0,0,0,81.65,0,0,0,0,0,0,0,0,0,0,0,555.89,26.31,0,0,152.3,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2.64,0,35.48,3.17,0,6.52,0,0.88,0,3.72,1.68,36.43,1.15,0,0,0,0,0,0,11.49,0,0,13.22,296.29,27.16,5.74,1.53,2.84,2.38,16.77,7.64,0,1,6.07,237.48,0,0,1.18,0,0
 24-34,0,0,2.63,0,22.95,0.87,0,11.38,0,7.31,0,0,0.74,0,2.71,0,0.67,0,0.63,0,0,14.35,0,0,0.64,934.73,5.25,12.11,0.61,0,4.56,3.59,0,0,0,1.26,417.25,0,0,2.19,0,8.14
 36-46,0,0,2.96,0,14.63,0,0,63.21,0,0.62,3.07,2.46,0,0,1.74,0,1.72,0,0,0,1.47,9.31,0,0,4.67,1762.88,1.52,9.33,2.26,0,3.15,5.08,0,0,0,0,557.91,0,0,2.81,0,2.09
 48-58,0,0,0,0,9.94,0,0,386.94,0,1.01,0.38,47.87,0,0,0,2.96,0.84,0.85,0.4,0.43,0.48,17.86,0,0,3.97,2684.51,4.26,11,6.66,0,5.56,0,0,0,0,0,486.96,0,0.4,1.06,0,18.16
 60-70,0,0,3.32,0,7.08,0,0,1249.72,1.61,1.96,0,106.21,4.06,0,1.77,7.71,2.47,13.12,5.4,6.99,1.24,11.24,0,1.11,2.03,2817.99,2,8.58,15.92,0,7.66,0.64,0,0,0,0,467.22,0,0,2.57,0.87,5.36
 72-82,0,0,10.53,0,21.77,2.56,0,1775.64,1.33,11.22,1.22,199.97,2.67,0,0,0.72,3.84,3.83,6.33,14.21,0,59.68,0.94,1.63,1.52,3168.09,1.83,3.62,42.58,0,4.89,0,0,0.49,0,0,293.96,0,0,12.75,0,21.86
 84-94,0,0,10.12,0,17.56,0.65,0,1109.32,0,4.75,4.85,185.87,10.31,0,1.4,0.65,2.8,10.56,9.56,25.82,0,75.73,0,1.93,10.47,1955.71,1.22,1.04,66.34,0,28.17,0,0,1.23,0,0,193.95,6.42,2.16,2.31,2.37,3.37
 96-106,0,0,7.19,0,20.6,6.18,0,988.66,0.57,1.83,0.64,231.66,6.79,0,1.87,7.09,12.81,4.52,7.2,29.4,0,62.75,2.91,2.03,1.59,1668.19,5.1,4.67,114.7,0,12.19,0,0,1.63,0,0,61.66,0,0,11.27,0,8.75
108-118,0,0,6.43,0,33.44,0,1.68,1042.74,0,5.78,1.23,261.52,11.59,0,0.61,1.44,4.45,4.64,19.96,145,0,80.8,0,4.52,3.4,1952.18,13.4,5.95,77.84,0,7.57,0,0,1.69,0,0,63.71,5.48,0.56,17.77,4.04,2.83
120,1.19,0,0,0,24.95,0,0,784.26,0,3.17,27.21,245.42,3.11,0,0,1.42,15.58,2.85,9.65,29.6,1.79,39.29,1.47,10.71,5.81,2511,25.14,3.47,83.73,0,7.21,0,0,0,0,0,44.89,0,0,38.02,0,0
