stage,eye,fin.mesenchyme,glial,mesenchyme,muscle,neural,spinal.cord
 24-34,0,0,0,0,0,0,0.96
 36-46,0.93,0.79,0,0,0,0.96,0
 48-58,0,0,0,0,0,1.6,0.9
 60-70,2.57,0,0,1.52,0,1.04,0
 72-82,0,0,0,0,0,1.3,0
 84-94,0,0,1.76,0,0,0,0
 96-106,0,0,0,0,0.79,0,4.19
120,1.46,0,0,0,0,5.35,0
