stage,eye,glial,mesenchyme,muscle,neural,otic,pronephros,spinal_cord,vascular_smooth_muscle
 24-34,0,0,0,0,1.82,0,0,1.67,0
 36-46,0.56,0,0,0,0,0,3.08,0,0
 48-58,0,0,0,0,5.29,0,0,0,0
 72-82,0,0.91,3.13,0,1.45,0,0,0,0.5
 84-94,0,2.45,0,0,0,0,0,0,0
 96-106,0,0,0,0,1.58,0.93,0,0,0
108-118,0,1.18,0.44,2.09,0,0,0,0,0
