stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,76.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,7.04,119.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.1,41.64,0,32.62,0,0,0,78.34,0,0,0,0,0,56.52,0,0,0,0,0,0,0,0,0,0,0,366.95,45.67,0,0,137.44,0,4.16,0,0,0,0,0,0,0,0,0,0
 10-12,0,35.78,0,63.64,0,20.3,0,79.06,0,0,0,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,577.81,57.5,0,0,202.46,0,0,0,50.53,0,0,0,0,0,0,0,0
 14-21,0,0,1.13,3.74,62.06,30.66,0,12.75,0,0,0,3.03,2.91,1.86,6.17,0,1.18,0,0,0,0,23.41,0,0,29.25,234.25,43.81,4.3,3.84,3.67,0,4.56,31.72,0.96,5.25,89.22,93.66,0,0,17.63,0,0
 24-34,0,0,4.18,0.77,20.64,1.32,0,45.29,0,5.49,0.84,5.08,1.46,0,6,0,3.03,0,0.86,0.9,0.77,57.39,5.83,0.82,25.39,521.58,7.34,4.89,3.25,0,2.91,33.04,0,0,1.89,32.28,142.34,0,0,68.95,0,4.51
 36-46,0,0,2.63,0,13.3,0.81,0,85.76,0,1.36,2.63,37.39,0,0,3.03,0,1.41,4.57,3.31,0,1.87,85.54,0.77,0.86,15.76,841.89,0.6,6.51,10.27,0,2.85,53.89,0,1.76,1.56,0,223.26,0,0,17.92,0,14.6
 48-58,0,0,1.46,0,13.54,0,0,99.97,1.32,8.51,2.24,42.06,0,0,1.4,0,0.78,6.99,4.83,1.04,2.37,78.37,1.17,4.72,14.86,346.26,9.3,3.21,2.73,0,0.47,26.66,0,0,1.32,0,108.44,0,1.05,16.13,0,17.08
 60-70,0,0,0,0,11.34,3.69,0,167.51,0,11.19,5.01,45.17,0.63,0,10.98,0,0.72,7.67,7.17,0,0.73,155.12,1.88,1.89,12.54,285.13,1.57,3.07,2.74,0,4.91,22.71,0,0.58,0,0,59.72,2.51,3.37,8.69,1.59,44.13
 72-82,0,0,0,0,7.55,5.8,0,88.6,0.95,3.21,15.04,33.48,0,0,1.82,0,1.84,1.48,0.68,0,4.19,138.34,3.07,6.99,2.48,160.37,0,3.92,2.48,0,3.75,11.44,0,0.64,0,0,27.16,2.44,3.73,10.36,8.05,7.25
 84-94,0,0,0.98,0,27.78,2.43,2.35,69,0.55,1.69,1.38,30.76,3.23,2.11,0.78,0,2.46,5.64,7.07,0,3.51,125.58,1.03,7.81,4.97,158.62,3.57,14.65,9.23,0,0,48.49,0,3.5,0,0,9,5.48,4.51,36.57,8.92,0
 96-106,0,0,4.15,0,23.63,31.85,0,81.64,0,3.77,13.25,29.48,4.35,0,0,0,2.65,7.97,6.04,0,0,89.24,0,4.96,3.74,115.09,0,3.62,1.79,0,4.98,34.28,0,0,0,0,10.5,1.81,8.54,37.2,9.08,12.55
108-118,0,0,0.95,0,23.41,7.25,1.2,55.39,1,10.66,6.08,19.78,1.73,0,0,0,2.13,14.53,3.18,4.22,3.49,104.43,4.67,4.6,5.39,78.57,0.59,0,1.7,0,0,34.74,0,0,0.55,0,4.02,3.24,0,20.08,15.32,0
120,0,0,0,0,30.22,15.15,0,38.58,0,15.1,5.25,12.22,0,0,0,5.67,2.56,2.67,2.85,0,0,105.69,0,8.42,4.38,212.99,0,6.5,0,0,16.86,44.36,0,1.47,0,0,10.05,1.94,0,1.67,42.96,0
