stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,44.13,1936.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0
  5-6,191.85,3781.27,0,13.2,0,0,0,0,0,0,0,0,10.32,0,0,0,0,0,0,0,0,0,0,0,144.5,11.17,0,0,18.87,0,63.44,0,0,0,0,0,0,0,0,0,0
  7-9,117.71,90.17,0,206.58,0,0,316.03,0,0,0,0,0,96.85,0,0,0,0,0,0,0,0,0,0,0,2803.36,121.33,0,0,868.68,0,3.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,147.52,0,134.02,0,26.68,269.21,0,0,0,0,0,49,0,0,0,0,0,5.32,0,0,0,0,3.87,2616.69,114.43,0,0,975.81,0,0,0,53.07,0,8.15,0,0,0,0,0,0
 14-21,0.89,0,0,0.91,28.25,2.64,13.33,0,0,0,3.95,1.38,2.95,0,0,2.05,0,0,9.19,1.13,8.72,0,0,14.41,193.46,7.5,2.88,1.87,3.39,0,5.46,25.92,0,0,28.41,49.23,0,0,1.2,0,0
 24-34,0,0,0.62,0,13.87,0.67,29.59,0,2.25,1.37,12.26,1.3,0,1.74,0.6,0.69,0,1.2,0.71,2.47,34.21,0,0,10.87,460.61,2.85,1.64,5.32,0,0,10.28,0,3.27,0,5.57,111.26,0,0,11.1,0,0
 36-46,0,0,0,0,1.68,0,63.71,0,0.58,0,31.85,0,0,0,0,0,0.65,0.6,1.47,0,51.29,0,1.75,9.39,378.5,0.65,1.22,8.55,0,0,27.34,0,1.03,0,0,87.76,0,0,9.6,0,8.82
 48-58,0,0,0,0,3.41,0,170.76,0.58,0.62,1.07,51.37,0,0,0.44,0,0,0.98,0,0,0,35.37,0,2.39,8.85,371.6,0.39,0.39,8.89,0,0,8.79,0,4.54,0,0,109.76,0,0,3.95,0,0
 60-70,0,0,0,0,4.41,0,267.46,0,7.63,2.23,48.67,0,0,0,0.65,0.67,1.28,2.32,0,3.74,64.34,0,5.01,7.7,333.16,11.81,3.96,2.59,0,0,5.83,0,0,0,0,56.96,0,1.52,7.05,0,0
 72-82,0,0,0,0,4.31,0.96,181.4,0,0,0,38.81,4.83,0,0,0.61,0,0,0,0,0,50.19,2.4,2.91,4.41,210.27,7.05,1.28,2.53,0,0,12.02,0,0,0,0,33.18,0,1.75,5.04,1.44,2.08
 84-94,0,0,1.14,0,7.2,0,117.11,0,0.7,2.02,30.93,1.72,0,0,2.3,2.73,0.66,2.21,0,0,57.95,5.5,2.05,5.11,150.16,1.96,1.41,4.6,0,0,15.48,0,0,0,0,33.17,0,1.04,8.93,2.93,7.23
 96-106,0,0,0,0,3.26,6.08,80.8,0,0.69,0.76,40.34,1.7,0,2.68,4.43,0,0.6,6.7,0,0,50.63,0,4.34,2.48,137.13,1.17,2,2.24,0,0,14.66,0,0,0,0,3.5,0.61,0,8.09,5.39,1.38
108-118,0,0,0,0,15.68,0,78.12,0,0,4.43,56.33,1.36,0,0,3.64,2.3,1.31,0.49,4.84,0,58.5,0,0,6.03,141.32,0.46,0,1.58,0,1.07,18.62,0,0,1.67,0,13.32,1.9,1.16,8.92,4.04,4.17
120,0,0,0,1.66,26.38,4.1,140.34,0,1.04,12.74,76.07,2.68,0,0,5.74,2.21,1.17,1.69,0,0,92.81,0,8.98,0,224.6,2.98,5.45,1.16,0,0,8.3,0,0,0,0,11.77,2.39,0,2.09,0,2.08
