stage,axial,blastomeres,endoderm,eye,ionocyte,neural,spinal.cord
  3-4,11.1,106.22,0,0,0,0,0
  5-6,0,33.15,0,0,0,0,0
  7-9,0,0,0,3.32,0,0,0
 10-12,0,0,8.81,0,0,0,0
 24-34,0,0,0,0,0,3.3,0
 36-46,0,0,0,0,0,0.67,0
 48-58,0,0,0,0,0,3.45,0
 60-70,0,0,0,0,0.58,5.22,1.38
 72-82,0,0,0,3.77,0,0.95,0
 84-94,0,0,0,0,0,1.13,0
 96-106,0,0,0,0,0,5.27,0
108-118,0,0,0,0,0,2.62,0
120,0,0,0,0,0,11.36,0
