stage,epidermis,eye,glial,mesenchyme,neural,olfactory,paraxial_mesoderm,periderm,spinal_cord
  7-9,0,0,0,0,5.35,0,13.83,0,0
 10-12,0,0,0,0,3.63,0,0,0,0
 14-21,0,0,0,0,0,0,0,3.44,1.15
 24-34,0,0,0,0,1.41,0,0,1.69,0
 36-46,0,0,0,0,5.53,0,0,0,2.78
 48-58,0,1.6,1.94,1.36,14.7,0,0,0,2.86
 60-70,0,6.27,2.17,0,5.97,0,0,0,0
 72-82,0,11.29,0,1.38,20.47,0,0,2.23,0
 84-94,0.66,1.64,0,0,2.22,0,0,2.23,4.84
 96-106,0,1.32,3.46,0,22.59,0,0,0,0
108-118,0,1.26,0,0,8.3,0,0,1.64,0
120,0,0,0,0,0,5.23,0,0,0
