stage,eye,neural,spinal.cord
 36-46,0,0,1.49
 48-58,1.71,6.38,1.02
 60-70,11.26,2.69,0
 72-82,10.78,7.87,0
 84-94,5.46,1.66,2.06
 96-106,3.07,1.53,0
108-118,3.43,3.03,1.12
120,0,18.93,0
