stage,blastomeres,epidermis,eye,immune,mesenchyme,mural.cell,muscle,neural,paraxial.mesoderm
  3-4,9.54,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,29.97,5.52
 14-21,0,0,0,0,0.86,0,0,1.5,0
 24-34,0,0,0,0,0,0,0.62,4.56,0
 36-46,0,0,0,0,0,0,0,2.4,0
 48-58,0,0,1.69,0,0,0,0,1.58,0
 72-82,0,0,0,0,3.7,0,0,0.88,0
 84-94,0,0.62,0.92,0,0.78,0,0,5.13,0
 96-106,0,0,0,0,1.53,1.82,0,0,0
108-118,0,0,0,0.47,0,0,0,0,0
120,0,0,0,0,3.93,0,0,0,0
