stage,blastomeres,erythrocytes,eye,glial,gut,mesenchyme,neural,vascular_smooth_muscle
  5-6,8.56,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.93,0
 10-12,0,0,0,0,0,0,5.68,0
 14-21,0,0,0.9,0,0,0,0,0
 24-34,0,0.62,0,0,0,0.92,0,0
 48-58,0,0,0.4,0,0,0.62,2.23,0
 60-70,0,0,0,1.11,0,0,0,0
 72-82,0,0,0,0.97,0,0,0,0
 96-106,0,0,0,0,0,0,6.21,0
108-118,0,0,0,0,0.64,0,0,0.96
