stage,blastomeres,fin.epithelia,glial,mesenchyme,neural,otic,periderm,spinal.cord
  3-4,22.37,0,0,0,0,0,0,0
  5-6,16.11,0,0,0,0,0,0,0
  7-9,0,0,0,0,15.12,0,0,0
 10-12,3.69,0,0,0,13.65,0,0,0
 14-21,0,0,2.3,0,0,0.81,0,0
 24-34,0,0,0,0,3.22,0,0.64,0
 36-46,0,0.64,0,0,0,0,0,0
 48-58,0,0,0,0,1.73,0,0,0
 60-70,0,0,0,0,1.21,0,0,0.76
 72-82,0,0,0,1.19,0,0,0,0
 84-94,0,0,0,0,1.79,0,0,0
120,0,0,0,0,2.51,0,0,0
