stage,endocrine.pancreas,erythrocytes,eye,fin.epithelia,fin.mesenchyme,glial,immune,mesenchyme,muscle,neural,spinal.cord,vasculature
 24-34,0,0.83,0,0,0,0,1.63,0,0,2.43,0,0
 48-58,0,0,0.71,0,0,0,2.77,0,0,4.38,0,0.45
 60-70,0,0.67,4,0,0,0,1.37,0,0,4.84,0,0
 72-82,0.76,0.53,4.72,0,0,0,3.16,0,0.53,13.4,0,0
 84-94,0,1.32,14.6,1.71,0,0,12.13,0,0,8.26,0.59,2.14
 96-106,0,0.8,0.85,0,0,0,8.41,1.06,0,0,0,0
108-118,0,2.32,15.39,0,0.48,0.98,16.19,1.16,0,2.73,0,0
120,0,0,2.16,0,0,0,22.22,0,0,14.79,0,1.35
