stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,1.81,4.55,2.27,118.46,1543.88,629.68,0,1946.36,0,4.17,0,97.3,41.25,28.56,24.42,22.54,33.43,3.83,6.73,22.55,37.04,878.79,4.77,0,737.92,8070.87,167.3,14.08,94.44,182.95,0,93.67,29.92,2365.55,64.97,202.53,4688.63,1690.93,0,0,93.61,0,31.68
 24-34,0,0.83,2.85,74.61,442.35,93.5,0,1284.62,12.22,14.18,13.53,71.03,36.58,5.71,7.1,11.54,36.14,30.43,39.19,29.72,21.48,811,6.98,3.86,312.53,3796.43,25.67,27.02,58.22,1,3.89,107.59,3.43,9.61,11.46,27.74,671.43,553.62,0,0,125.44,0,32.18
 36-46,0,0,3.43,9.25,220.27,19.09,0,977.9,31.2,15.24,14.89,146.49,33.66,0,10.63,37.03,10.11,16.96,13.99,28.72,24.05,584.56,1.75,19.53,210.91,2652.11,31.78,12.74,32,0,5.37,146.16,21.53,19.88,9.36,14.73,17.5,352.34,0,0,98,0,51.62
 48-58,2.5,0,1.73,3.21,197.23,5.05,0,1118.68,12.21,20.96,28.58,196.03,52.01,1.6,24.6,35.39,23.39,14.74,15.22,48.39,19.97,715.05,10.87,48.63,261.66,2157.02,21.79,16.12,33.96,0,1.64,97.78,2.52,3.6,17.48,5.38,0,250.44,0,0.85,93.07,0,61.6
 60-70,0,0,18.63,0,147.52,7.5,0.82,983.26,18.7,34.02,16.33,191.01,59.23,2.34,11.1,26.04,12.87,26.09,7.2,28.92,7.35,602.6,10.16,33.84,120.89,1439.12,9.13,5.28,40.44,0.81,3.44,81.31,3.63,0,17.84,6.04,0,173.87,2.85,8.85,55.72,1.25,25.52
 72-82,0,0,7.36,3.82,140.04,52.23,4.42,701.22,5.71,22.45,32.52,225.42,84.31,3.75,7.41,69.64,20.92,10.07,23.01,42.97,16.76,970.36,15.69,24.57,200.2,1144.87,11.64,16.8,31.78,0,3.91,84.24,4.23,4.38,10.52,4.13,0,139.28,1.96,24.17,104.06,19.1,34.6
 84-94,0.62,0,18.65,3.46,353.37,100.76,33.97,664.12,9.97,36.59,58.49,202.68,125.03,5.99,21.26,125.14,36.18,24.18,36.75,148.34,10.86,937.56,8.58,51.06,226.18,936.33,19.75,18.66,35.32,0,14.01,373.4,1.4,0,44.62,3.61,0,210.88,17.62,22.76,128.84,25.17,52.19
 96-106,0,0,9.25,2.71,546.88,148.78,12.93,623.09,10.79,43.34,64.55,285.75,122.04,0,20.89,187.42,33.87,22.89,35.66,133.1,14.37,1209.11,34.16,32.79,310.47,1020.55,21.73,31.31,50.15,0,13.09,441.89,2.25,0,19.64,1.48,0,133.76,11.56,34.37,194.98,46.26,23.11
108-118,0,0,6.54,9.47,935.8,126.81,35.22,597.13,6.09,81.87,49.69,361.69,98.94,0,21.62,172.59,45.68,53.76,25.04,229.01,26.34,1511.73,26.3,29.37,419.15,1694.36,46.43,27.15,75.25,0,27.18,445,1.22,0,22.04,4.3,0,71.31,30.69,19.66,146.55,16.1,70.97
120,6.41,0,10.43,3.17,1250.35,259.09,7.99,655.69,17.67,190.07,141.49,510.02,161.55,0,55.89,256.15,49.98,20.92,45.01,262.03,13.94,2240.4,20.42,119.75,669.87,2373.09,92.64,18.91,88.82,0,49.28,455.62,0,0,22.36,0,0,87.61,9.24,44.91,277.65,36.25,29.85
