stage,epidermis,eye,gut,iridophores,lateral_line,mesenchyme,neural,otic,periderm,spinal_cord,vascular_smooth_muscle
 24-34,0,0,0,0,0,0,24.7,0,0,2.77,0
 36-46,0,0.95,0,0,0,0,32.44,0,0,26.39,0
 48-58,0,11.48,0,0,0,0,51.48,0,0,10.44,0
 60-70,0,16.49,0,0,0,1.48,83.62,0,0,9.12,0
 72-82,1.62,64.01,0,0,0.7,0,52.12,0,0,7,0
 84-94,0,25.4,0,0,0,0,46.38,1.78,2.13,0,1.8
 96-106,0,20.35,2.17,0.66,0,0,31.85,0,0,0,0
108-118,0,19.61,0,0,0,2.69,10.73,1.3,0,0,0
120,0,15.78,0,0,1.74,0,18,5.02,0,0,0
