stage,epidermis,eye,glial,lateral_line,mesenchyme,muscle,neural,notochord,otic,periderm,spinal_cord
 10-12,0,0,0,0,0,0,0,7.27,0,0,0
 14-21,0,0,0,0,0,0,0.83,0,0,0,0
 24-34,0.72,0,0,1.01,0,0,3.39,0,0,0,0
 36-46,0,0,0,0,0,0,1.41,0,0,0,1.08
 48-58,0,0,0.78,0,0,0.41,2.99,0,0.39,0,0.61
 60-70,0,4.08,0,0,2.58,0,9.91,0,0,5.42,0
 72-82,0,0,0,0,0,0,1.94,0,0,0,0
 84-94,0,1.43,0,0,0,1.47,2.01,0,0,0,0
 96-106,0,0,0,0,0,0,4.05,0,0,0,0
108-118,0,0,0,0,0,0,1.42,0,0,0,0
120,0,0,0,0,0,0,4.45,0,0,2.66,0
