stage,eye,glial,mesenchyme,mural.cell,neural,otic,periderm,pronephros,spinal.cord,vasculature
 14-21,0,0,0,0,1.87,0,0,1.76,0,0
 24-34,0,0,0.94,0,12.32,0,0,0,0,0.73
 36-46,0,0,0,0,3.7,0,0,0,0.84,0.86
 48-58,0.41,0.83,0,0,9.85,0,0,0,0,0
 60-70,5.02,0,0.71,0,2.71,5.64,0,0,0,0
 72-82,0.74,0,1.8,0,5.02,0,0,0,0,0
 84-94,9.33,0,2.13,1.19,0,0,0,0,0,0
 96-106,0,0,1.76,0,6.17,0,5.97,0,0,0
108-118,0,0,3.32,0,0,0.82,0,0,0,0
120,0,0,3.23,0,14.81,6.57,0,0,0,0
