stage,blastomeres,epidermis,eye,mesenchyme,neural,periderm,spinal_cord
  5-6,6.24,0,0,0,0,0,0
 36-46,0,1.48,0,0,0,0,0
 48-58,0,0,0.39,0,0.99,0,0.86
 84-94,0,0.58,0,0,0,0,0
 96-106,0,0.81,0,0,0,1.58,0
108-118,0,0.73,0,2.01,0,0,0
120,0,1.15,0,0,4.87,0,0
