stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,50.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0
  5-6,8.77,73.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.6,5.69,0,22.28,0,0,0,18.91,0,0,0,0,0,22.17,0,0,0,0,0,0,0,0,0,0,0,86.22,3.24,0,0,56.91,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,20.43,0,0,0,22.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.62,7.26,0,0,18.66,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.8,14.5,50.18,0,3.89,0,1.19,0,2.16,0.84,0,2.21,0,1.03,0,0,0,0.97,20.35,0,0,5.8,128.14,7.28,0,3.05,0,0,1,0,0.89,0,6.88,35.85,0,0,0,0,0
 24-34,0,0,0,0,16.24,28.66,0,25.77,0,1.79,1.34,4.06,0,0,1.8,0,0,1.93,0,0.68,0.91,36.76,0,0,18.05,660.19,26.83,6.31,8.07,0,0,3.94,0,16.46,0,5.86,82.32,0,0,6.82,0,7.45
 36-46,0,0,0,0,7.74,1.23,0,14,1.61,0,0.67,37.16,0,0,2.55,0,0,13.65,0.61,0,13.4,48.21,0,1.75,4.98,1709.6,11.39,22.82,2.87,0,0,14.54,0,32.28,0,0.58,163.23,0,0,2.28,0,1.47
 48-58,0,0,0,0,29.98,3.01,0,293.93,0.58,7.19,7.18,105.59,1.79,0,1.5,6.56,0,16.02,2.05,1.04,5.62,146.93,0,0.37,13.04,3664.8,33.74,14.57,11.39,0,0.97,8.48,0,4.39,0,0,264.46,0,0.44,12.29,0,10.09
 60-70,0,0,0,0,12,3.98,0,360.14,0,18.44,23.76,158.12,0,0,6.05,8.5,3.96,27.88,0,2.4,0,240.03,0,12.39,14.64,4839.68,23.12,30.32,8.38,0,2.66,9.38,0,0,1.01,0,295.35,0,6.92,9.38,0.72,0
 72-82,0,0,0.84,0,26.29,34.91,0.78,501.36,0,8.85,20.35,132.11,2.07,0,1.68,1.86,8.92,6.7,0.6,3.06,0,390.88,3.53,6.43,11.51,3868.46,5.83,51.04,23.86,0,0,0.87,1.65,8.7,0,0,300.86,6.63,4.46,9.86,3.53,12.65
 84-94,0.62,0,1.16,0,31.15,53.89,3.71,423.18,1.24,6.81,19.57,137.36,6.97,0,2.5,17.01,1.11,23.78,2.56,4.34,8.06,320.04,0,7.33,15.31,2365.43,9.98,62.92,27.27,0,0,8.74,0,5.52,0.64,0,163.1,0.78,4.89,1.43,1.69,8.82
 96-106,0,0,0,0.65,48.43,35.74,15.37,327.42,0,5.76,9.94,185.05,0,0,14.33,7.08,4.05,7.51,1.17,27.45,0,319.87,0,5.11,16.36,2342.15,9.01,54.79,22.63,0,8.04,5.62,0,4.35,0,0,60.06,0.8,2.7,12.7,6.22,9.26
108-118,0,0,0,0.45,43.05,62.79,78.11,274.06,0,27.91,17.89,119.34,4.72,0,1.63,6.01,0,15.07,0.96,7.48,0,361.19,0.43,6.08,7.17,2581.45,17.59,61.16,10.78,0,3.39,0.41,0,5.37,0,0,75.72,3.98,3.81,6.03,7.83,0
120,0,0,0,0,60.35,52.98,17.5,510,14.02,18.59,47.79,222.66,7.89,0,1.61,15.02,6.02,3.25,8.11,5.29,0,364.12,0,59.4,23.15,4299.94,33.61,74.23,40.57,0,16.28,19.08,0,10.26,0,0,217.01,11.99,0,26.18,2.63,0
