stage,epidermis,erythrocytes,eye,fin.epithelia,glial,ionocyte,mesenchyme,muscle,neural,olfactory,periderm,spinal.cord,vasculature
 24-34,0,0,0,0,0,0,0,0,8.88,0.78,4.63,0.91,0
 36-46,0,0,0,0,0,0,1.51,0,14.2,0.59,1.82,0.61,0
 48-58,0,0,4.43,0,0,0,0,0,13.23,0,0.37,1.59,1.36
 60-70,0,0,5.1,0,0,0,0,4.59,36.63,0,4.23,1.82,0
 72-82,0,0,0.65,0,0,0,0,0,20.95,0,2.65,0,0
 84-94,0,0,1.82,0,0,0,0,0,4.86,0,12.24,0,0
 96-106,0,1.72,0,0,1.95,0,0,0,12.94,0,11.85,0,0
108-118,0.84,0,5.64,0,0,0.47,0,0,10.57,0,12.65,0,0
120,0,0,2.96,1.31,0,0,0,0,0,0,3.96,0,0
