stage,blastomeres,erythrocytes,eye,immune,mesenchyme,neural,paraxial.mesoderm,periderm
  5-6,8.24,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,10.6,0,0
 10-12,0,0,0,0,0,8.78,8.92,0
 36-46,0,0,0,0,0,2.05,0,0
 60-70,0,0,0,0.83,0,0,0,0
 72-82,0,0,2.73,6.08,0,0.8,0,0
 84-94,0,0,0,3.49,1.68,0,0,0
 96-106,0,10.29,0.71,17.43,0,0,0,1.58
108-118,0,0,0,21.1,0.43,0,0,0
120,0,0,0,25.8,0,2.85,0,0
