stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,211.67,2534.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.76,0,0,0,0,0,0,0,0,0,0,0
  5-6,252.95,3894.8,0,0,0,0,0,0,0,0,0,0,59.27,0,0,0,0,0,0,0,0,0,0,0,154.02,0,0,0,37.56,0,24.21,0,0,0,0,0,0,0,0,0,0,0
  7-9,50.19,58.37,0,75.66,0,0,0,193.3,0,0,0,0,24.35,0,0,0,0,0,0,0,0,0,0,0,1474.12,85.81,0,0,529.41,0,9.44,16.53,0,0,0,0,0,0,0,0,0,0
 10-12,0,37.87,0,91.15,0,11.01,0,147.12,0,0,0,0,20.24,0,0,0,0,0,0,0,0,0,0,0,1140.57,35.99,0,0,372.71,0,0,8.72,0,101.27,0,0,8.95,0,0,0,0,0
 14-21,0,0,0,0.84,62.72,4.22,0,23.26,0,0,11.82,6.29,0,1.78,0,0,0,0.93,0,2.25,19.08,0,0,22.5,415.7,3.5,6.33,2.6,7.35,0,6.59,2.02,25,0.85,0,23.7,134.73,0,0,0,0,0
 24-34,0,0,0.97,2.98,13.06,2.5,0,54.84,2.23,1.52,9.02,0,0,2.8,0,3.68,3.74,1.88,0,0,56.07,0,1.66,18.79,1019.88,0.63,6.6,7.02,0,0,9.12,0,0,3.14,0,6.94,185.75,0,0,21.36,0,8.78
 36-46,0,0,1.98,0,12.91,0,0,137.33,0.69,0.63,37.18,1.76,0,0,0.72,2.47,3.68,3.82,0,0,47.72,0,1.32,16.74,1214.51,7.34,13.45,3.67,0,0,29.28,0,0,1.54,0,0,242.82,0,0,7.79,0,4.83
 48-58,0,0,0,0,6.13,0,0,230.91,3.76,14.18,47.17,0,0,1.54,0.98,0,0.39,1.46,0,0.46,64.37,2.48,2.76,5.94,1018.05,0,2.13,2.77,0,1.56,5.64,0,0,0.74,0,0,230.24,0,0.51,3.86,0,2.81
 60-70,0,0,0,0,7.04,0,0,452.27,5.73,0,34,3.19,0,0.76,0,0,0,1.26,0,1.56,85.88,0,0.95,1.44,882.51,0.66,6.17,9.05,0,0,11.36,0,0,0,2.41,0,153.31,0,0,2.33,0.89,9.29
 72-82,0,0,0,0,15.4,7.37,1.16,368.37,0,5.09,39.73,3.41,0.5,3.57,12.73,0.63,0,0,4.11,3.31,97.77,1.02,0,10.95,589.3,0,7.76,4.5,0,2.11,10.25,0,0,1.17,0,0,101.57,4.84,2.48,2.6,1.49,2
 84-94,0.62,0,2.04,0,7.57,0.93,0,248.59,0.62,6.32,36.53,1.55,0.71,1.27,5.47,3.18,2.22,3.08,2.14,0,98.8,0,2.97,8.06,417.26,0,4.27,6.38,0,1.31,24.33,0,0,1.19,0.66,0,69.49,3.44,0,9.07,0.63,1.57
 96-106,0,0,6.97,0,19.56,3.29,0,242.29,2.32,2.06,48.86,5.49,0,0.78,4.49,0.78,0,0,0,0.6,65.94,0.71,1.11,7.78,395.72,0.57,2.18,4.18,0,0,25.58,0,0,0,0.72,0,23.04,0.67,7.7,17.08,0.69,0
108-118,0,0,0,0,14.21,8.63,0,213.22,2.24,2.5,33.54,3.5,0,0,7.29,3.17,1.08,1.11,0.82,2.75,93.97,3.35,6.43,10.42,604.8,0,6.08,4.27,0,3.53,19.19,0,0,0,0,0,23.2,0.44,1.46,8.33,0,4.29
120,0,0,0,0,23.63,22.7,0,171.6,0,0,28.43,0,0,0,8.6,6.39,0,0,0,0,70.1,0,4.14,12.73,516.92,5.14,18.21,5.38,0,17.07,9.44,0,0,0,1.37,0,4.93,0,0,5.84,0,0
