stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,47.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,0,0,0,0,0,17.73,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.86,0,0,0,0,0,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.63,0,0,0,7.75,0,3.53,4.3,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,27.52,0,0,0,10.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.46,0,0,0,20.25,0,20.05,4.94,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,4.01,57.86,61.35,0,0.81,0,0,0,0,3.88,0,4.14,4.42,3.57,0,0,0,0,14.73,2.17,0,3.1,30.86,1.04,1.08,0.84,3.4,0,37.74,4.44,4.31,5.85,0,13.16,6.4,0,0,16.23,0,0
 24-34,0,0,2.14,19.79,36.65,0,0.97,0,7,0,2.05,2.87,1.52,6.02,8.34,15.23,0,0.96,0,0,12.04,14.81,0.89,3.21,88.76,0,32.59,1.79,0,1.14,147.75,0,0,4.88,0,0,21.66,0,0,69.9,0,0
 36-46,0,0,0,11.88,30.24,0,0.73,0,9.18,0,3.8,1.21,0,1.7,23.87,10.89,1.95,3.33,3.2,8.67,18.61,5.42,1.95,3.38,162.02,0,41.88,1.41,0,0,292.33,2.08,0,7.21,0,0,33.61,0,0,54.69,0,0.64
 48-58,0,0,0.43,23.15,41.59,0,16.08,0,4.81,0.45,2.69,5.25,1.09,8.87,45.6,5.63,7.65,2.71,0,4.16,20.58,7.76,2.05,1.53,145.81,0.54,38.87,3.92,0,0,261.48,0,0,1.56,0,0,18.6,0,0.42,35.98,0,32.8
 60-70,0,0,0,41.88,36.97,0,17.6,0,23.84,0.83,11.53,23.55,2.43,10.26,41.36,7.74,0.57,12.41,9.47,0.71,66.14,5.27,1.93,4.3,136,0,47.07,3.52,0,9.82,371.82,0,0,5.17,0,0,25.53,5.96,2.84,64.81,0.59,18
 72-82,0,5.93,0,68.6,161,0.76,23.08,0,22.42,9.85,57.18,32.96,2.17,8.26,76.58,21.7,2.16,15.01,6.15,2.38,152.17,17,29.11,9.2,149.93,0,43.35,12.23,0,4.49,465.36,0,0,2.39,0,0,20.02,25,6.8,90.81,9.76,23.7
 84-94,0,12.13,1.01,122.45,201.46,0.65,58.24,2.31,30.24,10.49,46.4,52.58,1.68,15.32,81.3,30.57,6.67,19.6,14.79,3.42,147.91,36.31,47.97,14.59,183.37,0.99,52.58,10.02,0,6.05,1250.5,0,0,14.64,0,0,18.79,68.93,6.56,118.89,7.84,33.85
 96-106,0,14.54,0.72,241.41,254.56,2.79,53.17,1.33,62.57,5.12,47.48,94.63,0,29.25,96.5,60.09,4.5,23.09,32.78,2.31,232.53,76.56,37.42,19.7,160,1.47,125.42,18.41,0,12.48,1437.59,0,0,6.62,0,0,26.29,102.16,8.29,129.21,13.79,39.79
108-118,0,10.98,0.5,224.42,172.88,8.53,38.17,2.39,60.45,5.84,109.53,106.91,0,23.36,142.88,57.15,11.31,31.52,33.73,7.02,366.19,57.85,49.73,21.64,209.24,4.37,75.84,9.81,0,15.94,1028.36,0,0,9.77,0.94,0,17.54,120.06,9.25,129.3,9.25,65.4
120,0,7.45,3.17,219.64,164.38,1.89,27.27,2.11,63.36,3.89,124.77,131.82,0,32.51,187.63,42.73,18.9,15.93,28.63,1.6,260.75,26.12,85.44,24.74,159.22,11.88,68.24,11.16,0,19.21,716.12,2.5,0,11.91,1.21,0,24.98,85.45,1.95,89.88,8.92,25.91
