stage,blastomeres,eye,glial,immune,melanocytes,neural,otic,periderm,pronephros,spinal.cord,vasculature,xanthophores
  3-4,22.68,0,0,0,0,0,0,36.71,0,0,0,0
 14-21,0,0,0,0,0,0.82,0.8,0,1.13,0,0,0
 36-46,0,0,0,5.79,1.33,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,2.53,0,0,0,0,0,0
 60-70,0,0,0,0,9.89,3.22,0,0,0,0,0,0.79
 72-82,0,0,0.52,0,1.17,0,0,0,0,0,0,0
 84-94,0,0.84,0,0,3.31,0,0,0,0,0,1.19,0
 96-106,0,0,0,0,2.01,0,0,0,0,0,0,0
108-118,0,0,1.19,0,2.33,0.51,0,0,0,3.58,0.61,0
120,0,0,0,0,0,0,0,2.64,0,0,0,0
