stage,endoderm,epidermis,eye,gut,neural,slow.muscle,spinal.cord
 14-21,1.07,1.76,0,1.29,0,1.23,0
 36-46,0,0,0,0,0.63,0,0
 48-58,0,0,0,0,0,0,1.31
 60-70,0,0,0,0,0.97,0,0
 72-82,0,0,0.7,0,0,0,6.7
 84-94,0,0,0,0,1.24,0,0
