stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,173.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,19.22,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.94,7.89,0,3.64,0,0,0,32.99,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0,73.44,0,0,0,72.04,0,0,10.52,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.34,0,4.74,0,14.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.1,3.39,0,0,51.83,0,0,16.55,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.08,5.9,6.39,0,3.27,0,0,0,0.88,0,0,0,0,0,0,0,0,0,6.47,0,0,0,104.59,0,0,4.45,0,0,0,0,7.03,0,5.09,69.42,0,0,0,0,0
 24-34,0,0,0,0,4.95,1.58,0,19.76,0,0,0,3.63,0.67,0,0,0,0.77,0,0,0,0,16.3,0,0,5.26,779.78,0,13.5,0,0,0,2.31,0,0,0,3.93,165.78,0,0,2.33,0,0
 36-46,0,0,0.61,0,3.47,0.73,0,96.6,0,4.2,0,18.61,0,0,0,0,0,0.86,0,0,0,11.63,1.37,0,2.76,1946.09,0,31.69,0,0,0,11.16,0,0,0,0,379.76,0,0,0.61,0,0.9
 48-58,0,0,0,0,18.82,0,0,312.46,0,0,2.15,75.49,4.62,0,0,0,4.95,4.61,0.44,0,1.36,26.22,0,0.38,3.53,2547.89,4.52,12.02,0,0,0,1.09,0,0,0,0,428.57,0,0.42,0.47,0,3.62
 60-70,0,0,0,0,7.19,4.68,0,694.41,2.93,0,0.68,46.16,2,0,0,0,0.92,0,0,0,2.69,42.77,0,13.01,4.45,3277.03,0,12.19,0.62,0,0,13.12,0,0,0,0,532.4,0,0.73,0,0,0
 72-82,0,0,0.54,0,6.78,1.36,0,617.34,0,4.54,5.57,51.79,0.88,0,0,0.67,0,0,0,0,0,37.1,0,1.08,4.59,2490.62,0,23.92,8.74,0,0,6.28,0,4.38,0,0,298.36,1.16,0,10.19,0,16.81
 84-94,0,0,2.59,0,5.94,3.51,1.09,514.37,0,0,0,53.94,1.6,0,2.42,0.84,1.2,0.67,0.69,0,0,28.21,0,0,5.33,1809.35,2.1,22.28,4.06,0,0,13.61,0,0,0.56,0,277.72,0.9,0,0,1.15,0
 96-106,0,0,0.99,0,12.15,7.77,0,479.72,0,0,2.35,74.5,3.23,0,2.53,1.82,0,0.75,0,1.06,0.67,40.42,0,1.88,0,1491.8,0,26.2,14.17,0,0,9.05,0,0,0,0,68.89,1.59,0,9.76,0,9.28
108-118,0,0,0.92,0,11.38,4.32,5.63,401.48,0,0.42,3.33,51.28,0,0,0,1.76,0,6.44,0.48,6.71,0.58,35.13,0,0,1.81,1643.7,0,16.58,3.32,0,3.53,6.26,0,0,1.41,0,101.9,1.35,0,4.87,0,0
120,0,0,7.81,0,46.68,1.79,0,419.21,8.35,1.21,0,104.33,8.14,0,0,17.04,0,3.86,0,0,0,32.5,3.05,9.54,2.44,2602.19,2.26,15.89,13.55,0,5.9,10.61,0,0,0,0,141.46,0,1.46,8.39,20.36,0
