stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,305.95,7906.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.05,0,0,0,0,0,0,0,0,0,0,0
  5-6,401.11,4893.47,0,10.68,0,0,0,0,0,0,0,0,0,102.68,0,0,0,0,0,0,0,0,0,0,0,215.52,51.09,0,0,33.95,0,43.22,0,0,0,0,0,0,0,0,0,0,0
  7-9,162.18,151.91,0,270.13,0,0,0,331.56,0,0,0,0,0,686.48,0,0,0,0,0,0,0,0,0,0,0,2828.42,121.15,0,0,1070.08,0,4.29,132.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,160.53,0,224.6,0,33.47,0,434.79,0,0,0,0,0,185.41,0,0,0,0,0,0,0,0,0,0,0,4497.9,281.42,0,0,1415.05,0,3.3,43.12,4.61,120.09,0,56.08,37.07,0,0,0,0,0
 14-21,0,0,3.42,25.34,410.25,99.34,0,104.79,0,4.06,0,35.87,15.32,7.68,4.18,0.85,12.78,0.87,0,7.08,5.62,142.67,1.25,0,115.54,1441.74,142.14,15.13,17.3,28.63,0,36.7,17.18,169.34,23.27,14.96,239.38,546.62,0,0,43.73,0,5.65
 24-34,0,0,11.7,5.56,150.52,14.55,0,219.45,0.68,15.93,6.9,59.72,3.37,0,20.46,10.38,16.53,3.84,7.54,1.84,35.34,322.97,12.21,0.91,118.84,3247.13,21.21,99.62,16.01,0,0,170.19,1.84,0.71,23.08,8.68,65.51,839.15,0,0,229.58,0,27.93
 36-46,0,0,0,0,100.42,14.74,0,544.37,13.31,34.49,19.73,115.68,18.43,0,21.93,12.39,5.35,19.16,6.23,14.81,69.83,386.87,11.08,4.84,143.99,4891.85,37.84,107.57,23.53,0,0,242.51,2.57,7.92,20.08,5.68,1.94,1209.51,0,1.23,121.48,0,44.31
 48-58,0,0,2.68,0.6,104.91,8.44,0,1243.03,5.51,42.82,33.23,341.56,3.69,12.98,12.49,14.41,25.43,8.04,8.41,5.64,52.38,523.04,6.57,15.36,82.22,5186.34,30.73,71.04,26.27,0,6.21,160.65,0,0,15.09,18.5,0,1154.81,0,2.83,86.88,0,66.98
 60-70,0,0,3.96,0,114.25,4.56,0,2583.34,13.68,50.12,46.02,430.84,9.98,0.74,7.56,20.63,18.86,31.12,10.25,6.47,61.87,748.16,6.25,46.94,89.25,6625.85,16.61,66.48,29.26,0,4.24,249.54,0.64,0,4.38,15.47,0,1053.6,1.62,13.12,96.55,9.38,115.83
 72-82,0,0,6.61,0,60.59,50.48,0,2563.7,4.36,21.63,42.92,456.04,18.22,0.55,14.67,26.44,9.75,22.29,19.26,14.15,37.1,923.94,9.02,54.33,45.07,5159.27,5.2,90.71,46.84,0,14.8,135.46,2.22,0,33.11,1.58,0,513.17,3.23,30.61,147.67,28.69,63.11
 84-94,0,0,12.96,0,139.85,58.75,0.9,2182.44,7.45,54.03,45.9,322.6,35.95,7.36,13.72,61.09,14.73,46.04,11.99,8.97,50.34,742.85,11.74,58.09,65.29,3663.3,19.45,68.97,69.89,3.85,18.28,442.31,0,0,44.37,1.4,0,343.75,6.03,24.26,144.46,42.31,71.47
 96-106,2.25,0,4.93,1.03,114.81,107.75,12.23,1754.43,9.77,28.13,19.59,378.76,37.21,1.06,23.39,53.24,25.18,18.78,21.92,17.01,12.6,622.15,16.43,39.72,31.54,2922.13,7.32,105.98,43.15,0,31.46,331.32,0.64,0,28.71,9.46,0,162.29,10.06,22.82,155.05,32.01,64.14
108-118,0,0,4.34,0.61,147.99,39.92,16.64,1566.74,11.43,31.64,15.94,471.32,40.77,0,6.97,46.73,22.1,58.23,22.68,13.19,48.19,624.48,11.86,22.76,43.8,4264.67,9.16,89.17,58.17,0,22.46,281.79,2.16,0,27.25,4.15,0,189.57,13.57,12.21,114.41,21.1,69.96
120,1.19,0,21.91,1.66,178.42,29.09,1.89,1460.33,19.21,44.48,14.67,655.67,26.54,0,5.94,103.95,53.32,37.28,19.79,21.93,18.23,619.27,22.4,94.76,49.78,7827.99,19.53,157.99,48.66,0,25.66,189.61,0,0,34.25,1.64,0,327.64,4.21,45.04,277.55,57.81,32.94
