stage,eye,glial,neural,olfactory
 14-21,0,0,0.98,0
 36-46,0,0,1.21,0
 72-82,1.02,0,7.73,0
 84-94,0,0,12.97,0
 96-106,0.75,0,0,0
108-118,0,1.88,0,2.13
