stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,956.9,16561.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.31,0,0,0,0,0,0,0,0,0,0,0
  5-6,2078.64,34432.95,0,23.65,0,0,0,0,0,0,0,0,120.21,0,0,0,0,0,0,0,0,0,0,0,1244.53,129,0,0,501.36,0,647.37,0,0,0,0,0,0,0,0,0,0,0
  7-9,455.62,1213.65,0,1703.01,0,12.95,0,3983.96,0,0,0,0,915.01,0,0,0,0,0,0,0,0,0,0,0,35658.62,822.41,0,0,12448.84,0,39.62,200.06,0,12.75,0,0,0,0,0,0,0,0
 10-12,13.58,811.95,0,1178.13,0,178.4,0,2421.12,0,0,0,0,190.32,0,0,0,0,0,5.32,0,0,0,0,0,24073.05,503.43,0,0,9064.84,0,49.23,173.26,33.79,959.5,0,34.33,38.1,0,0,0,0,0
 14-21,0.89,0,0.82,40.94,347.71,115.15,0,199.47,0,0,62.76,24.52,3.47,3.81,0,12.83,0,1.14,1.84,0.88,180.25,2.69,0,105.31,2766.08,122.73,16.17,17.78,100.08,0,83.02,10.96,304.16,11.2,8.5,184.33,792.33,0,0,14.37,0,0
 24-34,0,0,0,11.26,114.22,38.73,0,504.17,1.4,3.35,72.95,3.08,0,5.82,7.65,17.35,5.88,7.56,5.37,2.55,383.85,0.94,0.91,104.68,3508.94,28.01,18.74,52.79,0,0,132.9,1.92,2.54,4.41,0,15.2,670.58,0,0,49.49,0,3.11
 36-46,0,0,0,1.83,94.72,3,0,730.27,22.59,1.48,66,3.19,0,1.85,4.08,3.18,13.17,8.43,4.58,0,294.06,0,8.84,87.88,1919.28,10.83,3.66,11.2,0,0,56.22,1.59,7.6,1.41,0,0,388.54,0,0,25.02,0,20.6
 48-58,0,0,0,0,87.57,6.2,0,866.95,6.3,3.87,75.85,7.22,0,3.39,10.87,2.14,4.81,3.84,6.94,0,287.39,1.46,18.74,53.98,864.95,7.36,3.29,12.95,0,0.64,16.11,0,0,1.07,0,0,117.08,0,0,14.98,0.48,13.68
 60-70,0,0,0,0,106.36,10.18,0,592.56,12.54,3.37,107.05,10.71,0,2.16,7.5,1.49,7.21,5.84,3.74,0,252.91,2.04,21.82,36.13,606.5,7.18,1.41,6.18,0,0.71,11.14,0,0,9.6,0,0,50.89,0,0,12.84,1.54,3.16
 72-82,0,0,0,0,31.93,2.48,0,223.23,0,6.67,54.6,11.8,0,7.98,2.61,4.26,3.81,1.66,2.1,3.58,131.6,0,8.42,34.8,326.76,1.85,2.33,16.43,0,2.23,16.16,0,0,9.33,0,0,13.12,7.65,3.99,18.91,0.93,0
 84-94,0,0,0,0,49.55,7.29,0.92,199.29,0,3.1,56.47,19.47,0,0,5.37,2.68,0.75,1.57,3.93,0.83,138.72,0.78,7.13,29.55,315.67,1.36,4.41,16.56,0,0,18.71,0,0,4.14,0,0,6.54,4.66,2.45,31.16,0,4.84
 96-106,0,0,0,0,34.85,11.11,0,137.59,1.13,0.75,38.4,7.86,0,3.87,9.13,2.72,1.6,0.77,2.85,0,86.35,0.68,1.35,12.82,192.49,1.77,2.4,7.04,0,0,33.22,0.7,0,1.67,0,0,10.54,0.67,0,18.98,0.8,6.1
108-118,0,0,0,0,30.59,9.53,0.53,125.41,6.55,1.86,50.39,8.89,0,3.02,14.32,1.88,2.82,3.03,8.03,4.59,89.26,0,5.2,16.44,289.35,3.23,5.11,11.01,0,3.8,16.78,1.43,0,1.51,0.49,0,17.9,3.66,0,8.75,2.27,5.12
120,0,0,0,1.27,39.56,27.81,0,151.1,4.05,0,114.95,7.42,0,0,20.6,0,35.55,3.97,0,0,140.34,0,2.22,34.33,464.87,0,10.01,7.88,0,0,14.53,0,0,0,0,0,3.8,0,0,21.26,9.76,0
