stage,axial,blastomeres,eye,hatching.gland,mesenchyme,muscle,neural,paraxial.mesoderm,periderm,pronephros,spinal.cord
  3-4,0,127.9,0,0,0,0,0,0,0,0,0
  5-6,10.43,90.69,0,0,0,0,0,0,6.6,0,0
  7-9,0,8.65,28.15,3.77,0,0,166.29,42.28,0,0,0
 10-12,0,0,10.27,0,0,0,106.38,62.16,0,14.59,0
 14-21,0,0,0,0,0,0,0.99,0,0,0,0
 24-34,0,0,0,0,0,0,0.71,0,0,0,1.88
 48-58,0,0,0,0,0,0.67,2.37,0,0,0,0
 72-82,0,0,0,0,0,0,0.95,0,0,0,1.28
120,0,0,0,0,6.92,0,0,0,0,0,0
