stage,epidermis,eye,fin.epithelia,glial,gut,liver,mesenchyme,muscle,neural,periderm,somites
  7-9,0,0,0,0,0,0,0,0,3.63,0,0
 14-21,0,0.86,0,0,0,0,0,0,4.59,4.68,2.31
 24-34,0,0,0,0,0,0,0,0,2.38,0,0
 36-46,0,0,0,0,0,0,0,0,7.88,0,0
 48-58,0,0,0,0,0.51,0,0,0,2.99,0,0
 60-70,0,0,0,0,0,0,0,0,1.47,0,0
 72-82,0,0,0,0,0,0,0.51,0,8.56,0,0
 84-94,0,0.58,0.68,1.95,0,0,0.79,0,0,0,0
 96-106,0,1.83,0,0,0,2.47,0.69,0,0,0,0
108-118,0,0,0,0,0.46,0,0,0.72,0,0,0
120,1.11,5.85,0,14.67,3.39,0,0,0,0,0,0
