stage,epidermis,eye,gut,immune,mesenchyme,neural,periderm,spinal.cord
 36-46,0,0,0,0,0,2.52,0,0.78
 48-58,0,2.07,0,0,0.44,1.23,0,0
 72-82,0.96,0,0,0,0,0.57,0,0
 84-94,3.7,0,0,0,0,9.55,0,0
 96-106,5.38,0,1.72,0,0,0,0,0
108-118,12.37,5.66,0,1.62,0,2.6,0,0
120,7.07,0,0,0,0,0,1.68,0
