stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,130.67,3266.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.04,0,0,0,0,0,0,0,0,0,0
  5-6,48.26,948.67,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,58.7,0,0,0,14.41,0,91.8,0,0,0,0,0,0,0,0,0,0
  7-9,4.24,0,0,0,0,0,18.26,0,0,0,0,0,16.84,0,0,0,0,0,0,0,0,0,0,0,124.76,16.23,0,0,50.03,0,54.4,4.58,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,15.22,0,0,0,0,0,8.15,0,0,0,0,0,0,0,0,0,0,0,171.47,5.94,0,0,38.75,0,14.33,6.41,0,5.54,0,0,0,0,0,0,0
 14-21,0,0,0,0,25.41,2.9,10.9,0,0,0,0,1.09,0,3,0,0.9,0,0.93,0,0,8.95,0,0,6.88,86.88,0,0,0.9,0,0,99.14,0,8.04,1.22,15,10.06,0,0,2.58,0,0
 24-34,0,0,0,0.79,19.08,0.68,26.7,0,3.41,0.74,0.87,0.85,0,1.02,0,2.1,0,0.68,0.65,0,13.61,0,0,3.95,118.37,1.76,0.67,6.21,0,0,124.65,0,0,0,1.41,19.68,0,0,3.98,0,1.68
 36-46,0,0,0,1.17,19.62,0.76,18.63,0,1.03,0,1.99,0,0,0.63,0.72,3.47,0,0.72,0.62,0,11.52,3.23,0,2.62,115.93,0.64,6.72,0,0,0,139.68,0,0,0.86,0,14.45,0,0,4.14,0,1.57
 48-58,0,0,0,0.43,20.16,0.74,33.74,0,1.36,0,12.32,0.43,6.33,0,2.66,6.29,0,1.61,5.32,0.54,15.16,3.98,0,1.26,125.99,7.61,1.97,0.8,0,0,166.7,0,0,0,0,12.17,0,0,1.15,0,0
 60-70,0,0,0,0,21.58,0,235.78,0,5.07,3.17,1.21,5.17,2.5,0,0,4,0,0.86,0,0,16.63,1.75,0,1.73,288.53,0,9.88,4,0,0,185.16,0.64,0,0.62,0,27.38,0,0.63,11.12,0,0
 72-82,0,0,1.4,0.56,15.84,0,407.87,0,2.85,0.51,10.5,4.88,5.91,1.33,0.55,0.53,0.52,3.07,5.32,0,46.18,1.83,2.69,3.39,428.67,11.14,5.43,3.37,0,0,116.43,0,0,0,0,21.85,8.76,0.85,9.74,0,0
 84-94,0,0,0,0,32.08,8.55,328.7,7.13,10.88,0.6,3.9,4.42,4.67,0,7.76,4.09,0,1.83,0,0,19.57,7,0,2.52,255.12,1.46,5.44,10.21,0,0,309.87,0,0,1.83,0,21.67,0.63,0,5,0.82,0
 96-106,0,0,3.17,0,44.52,7.61,282.69,0.79,1.35,0.71,5.24,7.09,0,0.58,8.48,3.1,0,8.95,2.16,1.25,38.54,9.48,0,0,248.05,0,16.71,11.26,0,0,281.31,0,0,0,0,10.43,2.39,1.93,3.54,2.32,0
108-118,0,0,2.46,0,51.03,3.41,254.88,0,13.01,6.72,5.31,9.62,0,0,4.01,10.36,1.56,2.4,0.81,0,21.34,8.77,0,4.7,300.84,0.51,11.27,12.71,0,1.52,235.14,0,0,1.4,0,7.27,8.77,0,4.69,1.31,0
120,0,0,0,3.17,63.98,3.46,185.59,0,20.53,0,36.75,5.89,0,0,12.31,14.84,0,1.74,0,0,25.33,15.46,0,11.22,471.27,0,16.32,0,0,0,215.61,0,0,1.04,0,0,16.95,2.71,33.3,0,0
