stage,blastomeres,epidermis,eye,glial,neural,olfactory,periderm,spinal.cord,vasculature
  3-4,42,0,0,0,0,0,14.43,0,0
  5-6,23.13,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,1.72,0,0,0,0
 36-46,0,0.57,0,0,0,0,0,0,0
 48-58,0,0,0,0,4.31,0,0,2.26,0
 60-70,0,0,0,1.17,3.52,0,0,0,0.63
 84-94,0,0,5.38,0,0,0,0,1.86,0
 96-106,0,0,0,2.68,0,0,0,0,0
108-118,0,0,1.95,0,4.01,0.72,0,0,0
