stage,endoderm,epidermis,eye,melanocytes,mesenchyme,neural,olfactory,periderm,spinal.cord,taste,xanthophores
  7-9,7.25,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,16.32,0,3.07,0,0,0
 14-21,0,0.94,0,0,0,1.17,0,0,0,0,0
 24-34,0,0,0,0,1.23,1.07,0,0,0,0,0
 36-46,0,0,0.76,0,0,2.42,0,0,0,0,0
 48-58,0,0,0,0,1.13,2.51,0.4,0,1.42,0,0
 60-70,0,0,1.29,0,0,1.73,0,0.57,0,0.77,0
 72-82,0,0,0.98,0.5,0,1.9,0,0,0,0,3.06
 96-106,0,0,0,0,0,0.94,0,0,0,0,0
108-118,0,3.94,0,0,2.61,0,0,0,0,0,0
