stage,epidermis,immune,neural
 24-34,0,1,0
 36-46,0,0.57,0
 48-58,0,4.82,0
 60-70,0,1.34,0
 72-82,0,6.04,0
 84-94,0,4.56,4.02
 96-106,1.23,11.54,0
108-118,0,12.38,0
120,0,24.08,0
