stage,epidermis,eye,fin_epithelia,gut,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  7-9,0,0,0,0,0,4.12,0,0
 10-12,0,0,0,0,0,15.01,18.38,0
 14-21,0,0,0,0,1.35,0,0,0
 24-34,0,0,0,0,2.86,2.99,0,1.08
 36-46,0,0,0,0,0,2.6,0,1.28
 60-70,0,3.6,0,0,0,1.75,0,0
 72-82,0,0,0,0,0,1.67,0,0
 96-106,0,0,0,0,0,1.17,0,0
108-118,1.61,0,1.41,0,0,0,0,0
120,0,0,0,1.24,0,0,0,0
