stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,10.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,68.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.34,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,8.31,0,0,6.33,0,0,0,18.1,0,0,0,0,0,0,0,0,1.01,0,0,0,1491.5,0,0,0,0,0,1.36,4.72,0,1.17,0.99,2914.14,0,0,0,0,0
 24-34,0,0,0,0.64,18.31,0.6,0,27.66,0,3.12,0,104.71,1.74,0,0,0,0,0.98,9.82,0,13.02,0,0,11.09,3899.79,3.17,7.02,7.52,0,0,3.45,0,0,2.63,2.02,5442.68,0,0,12.45,0,1.99
 36-46,0,0,0,0,11.36,0,0,104.65,3.96,0.88,0,638.83,0,0,4.77,0.77,0,0.61,0,0,25.35,0.59,0,7.26,8530.84,1.69,10.89,17.02,0,0,10.2,0,0.63,0,0,6418.33,0,0,1.4,0,4.17
 48-58,1.73,0,0,0,30.22,0,0,263.54,0,0.39,0,652.25,0,1.06,0.38,0,0.97,0,1.42,0,58.2,0,4.84,4.75,9550.88,11.94,14.08,6,0,0,7.34,0,0,0,0,3960.92,0,0,1.03,0,3.21
 60-70,0,0,0,0,29.13,0,0,244.96,0,1.62,4.41,253.27,0,0.9,0,0,0,1.66,0,0.72,43.11,1.76,0,4.19,6765.39,0,5.29,0,0,0,3.16,0,0,0,0,1806.86,0,0,0.76,0,4.54
 72-82,0,0,0.64,0,40.24,11.19,0,327.45,9.77,0,2.55,226.06,1.39,0,1.75,0,5.36,0.67,7.38,0,184.12,0,0.79,2.93,5321.52,0.89,3.6,8.28,0,1.61,0,0,2.14,0,0,1301.16,9.93,0,4.38,0,16.26
 84-94,0,0,0,0,32.47,0,0,210.58,0,1.25,1.1,138.43,0,0,4.48,1.25,1.29,0,0,0,34.79,0,32.9,2.43,3389.76,0,3.62,4.86,0,0,3.92,0,0,2.42,0,633.63,0,3.37,0,2.25,31.57
 96-106,0,0,0,0,21.64,6.38,3.47,163.6,2.07,2.68,0,96.8,4.39,0,3.76,0.95,1.29,0,9.56,0,132.16,3.47,0,0.59,2911.2,0.98,2.8,7.8,0,0,6.95,0,0,0,0,424.53,0,0,0,7.72,6.39
108-118,0,0,0,2.96,9.61,2.19,0,150.06,0.84,0.54,0,137.44,0,1.96,6.49,0,0,0,0.48,0,105.92,0,2.15,3.61,4460.36,0,0,4.14,0,3.32,2.2,0,8.37,0,0,600.16,1.34,0,0,0,2.76
120,0,0,0,0,59.02,0,0,99.36,0,0,0,115.93,0,0,0,0,0,0,0,0,92.61,0,0,1.9,3466.26,0,0,3.45,0,0,3.42,0,0,0,0,518.21,0,0,5.82,0,0
