stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,344.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.5,844.45,0,0,0,0,0,0,0,0,0,0,11.49,0,0,0,0,0,0,0,0,0,0,0,45.72,0,0,0,0,0,13.42,0,0,0,0,0,0,0,0,0,0
  7-9,15.83,41.24,43.87,0,0,0,62.09,0,0,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,528.83,10.83,0,0,110.99,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,11.36,42,0,12.62,0,13.58,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,231.55,14.93,0,0,187.41,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,30.85,5.94,0,14.49,0,0,0,6.33,0,0,0,0,0,0,0,0,0,17.24,0,0,10.78,216.93,2.84,0,3.4,3.07,0,2.25,21.41,0,1.82,30.59,60.17,0,0,1.87,0,0
 24-34,0,0,0,5.56,0,0,22.4,0,0,0,8.65,0,0,0,0,0,0.7,0,0,0,21.78,0,0,9.3,225.33,0,0,3.32,0,0,8.95,0,0.64,0,1.61,35.3,0,0,4.89,0,4.46
 36-46,0,0,0,8.19,0,0,29.74,1.42,1.05,0.6,10.57,3.06,0,0,0,0,0,0,0,0.58,32.48,0,2.09,6.63,133.74,0.64,0,6.54,0,0,4.34,0,0,0,0,32.41,0,0,3.73,0,0
 48-58,0,0,0,0.38,0,0,54.65,0,0,2.02,11.05,0,0,1.28,0,0,3.3,1.03,2.18,0,20.74,0.59,0,1.19,66.79,0,0,1.67,0,0.39,0.49,0,0,0,0,21.87,0,0,3.35,0,0
 60-70,0,0,0,16.34,0,0,39.61,2.87,0,0,11.4,0,0,1.45,0.79,0,0,0,0,0,34.58,1.91,1.28,2.18,55.83,0,0,4.21,0,0,6.03,0,0,0,0,17.9,0,0,4.03,0,1.98
 72-82,0,0,0,5,0,0,25.99,0,0,1.67,7.29,1.34,0,0,0,0.61,0.71,0.68,0,0,35.25,0,1.35,2.39,31.65,0,0,0,0,0,0,0,0,0,0,5.06,0,0.96,0,0.54,0
 84-94,0,0,0,1.02,0,0,14.37,0,0.94,0,5.07,0.57,0,0,1.59,2.75,1.52,0,0.96,0,16.28,0,0,1.86,17.88,0,0.64,0,0,0,1.17,0,1.27,0,0,0,0,0,5.57,0,0
 96-106,0,0,0,2.68,0,0,6.54,0,0,3.65,7.68,0,0,0,0.64,0,0,0,0,0,19.43,0,0,0,21.78,0,0.73,0.78,0,0,0.72,0,0,0,0,1.6,0.59,0,0.57,2.54,0
108-118,0,0,0,3.67,0,0.5,19.85,1.43,0,0,15.28,0,0,0,0,0,5.97,0,0,0.66,13.32,0,0,3.39,29.59,0,0,0.74,0,0,1,0,0,0,0,1.79,0,0,3.88,0,0
120,0,0,1.28,6.28,0,0,11.93,1.51,0,0,13.21,0,0,0,0,0,0,0,0,0,5.45,0,0,1.01,24.04,0,0,0,0,0,0,0,0,0,0,3.8,0,0,2.73,0,0
