stage,epidermis,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,iridophores,liver,melanocytes,mesenchyme,mural.cell,muscle,neural,pericytes,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 24-34,0,0,0,0,0,0,0,0,0,0.9,0,0,0.99,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0.61,0.93,0,0,0.87,0,0,0,0,0
 48-58,0,0,3.69,4.35,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0
 60-70,0,0,0.66,0,0.77,0,0,0,3.72,7.36,0,0,1.94,2.4,1.06,0,0,0
 72-82,0,0.54,0.58,0,1.53,0,0,0,0,8.8,2.47,0,0,0,0,1.1,3.41,0
 84-94,0,2,0,0,0,0.56,0,0,0,4.17,0,2.58,0.6,0,0,0.63,0.68,0
 96-106,2.11,11.83,0.76,0,0,1.24,0,0,0,12.99,0,0,4.16,0,0,0,2.24,0
108-118,0,0,0,0,0,0,0,1.86,0.47,21.69,0,0,3.26,0,0,1.25,0,0.92
120,0,0,18.62,0,0,0,2.88,0,0,15.7,0,0,2.55,0,0,0,0,0
