stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1.11,3.69,53.76,12.93,0,22.62,0,0.87,0,6.49,2.3,4.97,1.23,0.97,0.88,0,0,0,0,24.64,0,0,12.46,169.66,37.61,0,2.85,4.14,0,1.32,0,27.77,2.95,0.88,37.2,65.13,0,0,4.72,0,2.09
 24-34,0,0.66,2.09,31.44,3.24,0,70.85,0,3.58,4.51,19.59,1.54,1.57,0.92,1.36,3.41,0,5.53,1.49,3.88,66.5,1.56,0,44.86,684.14,2.24,6.8,8.66,0,0,18.56,0,0,4.27,1.66,18.38,163.34,0,0,19.84,0,2.28
 36-46,0,0,0,12.09,18.5,0,139.07,0,1.83,4.18,40.48,0,0,2.7,3.81,5.66,0,0,0,6.46,80.38,2.29,0,16.85,683.19,6.89,10.4,6.59,0,0,33.46,0,1.39,1.46,8.42,0,164.45,0,0,14.46,0,8.34
 48-58,0.39,0,0,8.67,0.51,0,244.83,1.17,11.9,6.25,57.86,1.09,0.37,1.53,1.29,8.21,0,1.69,1.48,1.81,130.69,1.63,3.13,15.87,581.25,5.52,4.73,2.84,0,0,7.09,0,0,1.5,4.36,0,144.13,0,0.64,11.74,0,11.92
 60-70,0,0,0,11.11,0,0,451.4,0.81,2.13,4.01,84.95,0.57,0,0,4.98,0,0.63,0,3.58,6.57,134.23,1.46,3.28,10.07,517.08,0.62,4.82,2.6,0,0,13.65,0,0,1.18,0,0,100.72,0.61,1.94,4.86,0.83,0
 72-82,0,2.14,0,6.84,36.74,0,411.3,1.43,4.23,14.58,66.14,1.71,1.02,0.55,5.61,3.26,1.76,1,0,2.54,125.65,0.55,3.27,8.52,398.88,0,7.13,3.74,0,2.81,14.03,0,0,0.55,0,0,71.71,0,0,19.49,0.93,13.93
 84-94,0,7.98,1,24.19,33.28,1.09,362.17,1.34,9.04,12.7,62.6,9.14,0,1.82,9.5,6.97,1.64,1.52,7.14,1.25,166.65,3.03,6.64,11.8,299.04,1.3,3.53,5.84,0,0,33.07,0,0,3.28,0,0,55.72,1.72,14.67,23.69,10.77,0
 96-106,0,2.22,0,26.79,42.29,0.59,267.9,0.71,3.58,3.37,62.14,5.73,0,1.46,6.47,4.89,2.84,5.41,5.25,0,97.13,8.11,4.04,12.66,239.12,1.57,15.89,5.18,0,3.86,27.74,2.06,0,0,0,0,6.74,3.13,3.23,17.77,6.51,4.01
108-118,0,2.51,0,22.89,17.29,10.59,233.78,0.65,5.71,3.83,82.28,8.8,0,0,14.6,7.63,3.68,1.78,0.87,9.14,127.69,3.09,1.73,8.78,263.44,2.74,2.88,6,0,6.46,22.15,0,0,2.97,3.67,0,12.62,4.37,1.26,13.86,3.77,6.83
120,0,0,0,27.24,27.65,5.67,150.17,1.75,1.12,1.49,57.41,4.64,0,0,1.5,6.06,2.23,5.42,1.5,0,140.63,0,0,11,367.66,3.05,2.22,3.98,0,0,26.61,0,0,0,0,0,1.81,1.63,2.09,39.06,0,7.88
