stage,blastomeres,epidermis,glial,immune,lateral.line,mesenchyme,neural,paraxial.mesoderm,periderm,spinal.cord
  3-4,13.57,0,0,0,0,0,0,0,0,0
  5-6,6.56,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,5.68,7.32,0,0
 10-12,0,0,0,0,0,0,14.55,0,0,0
 24-34,0,0,0,0,0,0.74,0.88,0,0,0
 36-46,0,0,0,0,0,0,6.6,0,0,0.72
 48-58,0,0,0,0,0,0,0.67,0,0,0
 84-94,0,0,2.57,0,0,0,0,0,0,0
 96-106,0,0,0,11.16,0.63,0,0,0,0,0
108-118,0,0.44,0,0.42,0,0,0,0,1.13,0
120,0,0,0,84.67,0,0,0,0,0,0
