stage,epidermis,fin.epithelia,gut,immune,liver,mesenchyme,muscle,neural,periderm,pronephros,spinal.cord,vasculature
 24-34,0.9,0,0,0,0,0,0,0.85,0,0,0,1.26
 36-46,1.73,1.15,0,0,0,0,0,1.01,0,0,0,0.75
 48-58,1.36,0.4,0,0,0,0,0,0,0,0,0.6,0
 60-70,11.26,0,0,0,0,0,0,11.46,0,0,0,0
 72-82,1.14,4.73,0,0.71,0,0,0.49,2.18,0,0,0,1.15
 84-94,4.85,2.31,0,0,0,0,0,0,0,0,0,0
 96-106,0.76,2.15,0.66,0,0,0,0,0,0,0,0,0
108-118,9.16,2.3,0.49,0,0.44,0.73,0,3.03,1.53,0.42,0,0.86
120,3.89,2.16,1.73,0,0,0,0,2.34,0,0,0,0
