stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0.93,7.74,0,280.8,5374.39,3232.42,0,98.15,0,0,0,63.59,217.77,42.57,78.18,0,24.6,0,2.6,10.67,0,2956.47,16.32,0,2701.96,1709.88,11790.82,8.62,70.76,1399.57,0,8.02,3178.96,39.65,3077.59,6090.83,1274.33,0,0,932.48,0,0
 24-34,1.76,0,0,232.93,1788.67,288.68,0,44.31,0,4.39,62.44,133.44,56.95,9.52,401.49,2.34,12.81,25.09,10.94,42.58,5.48,6591.66,13.25,39.44,2673.71,2056.83,603.39,19.31,98.85,1,29.69,18.49,11.88,9.45,354.67,752.06,976.02,0,0,3814.92,0,4.83
 36-46,0,0,0,30.21,494.05,70.95,0,51.18,5.75,21.29,244.61,62.19,56.72,0,510.77,1.49,1.56,42.41,13.07,49.58,5.27,8496.4,2.51,261.07,2184.96,1763.39,219.25,29.76,34.86,0,37.89,24.11,3.29,0.58,141.24,2.58,723.34,0,39.78,2980.36,3.1,29.2
 48-58,2.78,0,0,7.42,290.84,47.12,0,259.81,38.25,16.38,238.32,63.65,23.74,0.39,413,1.76,1.8,38.85,8.61,7.85,12.5,10325.58,4.86,494.05,1331.28,1884.77,91.93,12.18,30.07,0,33.97,37.92,0,4.59,49.49,2.82,337.26,0,86.29,2477.76,7.4,22.4
 60-70,4.04,0,0,0,99.03,44.4,0,212.25,94.41,10.28,130.09,53.47,6.6,0,301.24,12.1,3.72,23.17,13,7.24,0,11540.7,1.53,555.25,887.21,1348.52,62.83,12.87,19.82,0.81,96.77,24.69,0,4.15,33.74,0,100.48,0,258.18,1806.38,52.2,11.29
 72-82,0,0,1,0,94.65,82.38,0.51,445.55,113.79,8.92,157.66,88.7,11.6,0,397.09,27.07,0,22.97,7.36,7.76,12.21,13005.54,2.97,444.7,707.05,1037.05,7.96,22.94,19.65,1.13,71.38,12.25,0,4.79,10.4,0,36.89,2.12,331.93,3027.65,169.96,18.46
 84-94,0,0,0,0,97.39,54.18,6.39,663.46,96.92,3.31,122.57,70.78,16.51,0,281.66,28.97,12.23,55.23,6.98,1.81,14.06,9338.76,3.43,510.12,595.52,703.43,12.94,33.75,21.15,0,123.69,9.95,0,11.93,12.6,0,30.4,1.57,273.25,2629.13,144.76,10.96
 96-106,4.49,0,5.6,0,116.61,73.61,0.75,471.77,85.95,10.11,72.72,109.66,15.97,0,347.71,35.08,6.94,54.97,4.17,9.33,19.73,8516.41,4.6,351.17,418.38,858.65,16.71,54.87,20.84,0,214.02,23.97,0,14.14,3.88,0,17.73,6.73,319.83,2583.39,155.5,1.06
108-118,2.46,0,0,0,117.12,55.76,3.09,279.18,58.94,9.01,97.54,75.73,9.13,0,169.7,33.71,6.85,96.01,7.18,12.96,27.18,10057.71,1.88,357.9,504.62,1079.73,50.52,37.27,12.45,8.11,218.3,8.39,0,12.71,8.09,0,17.71,3.4,238.6,2256.05,123.54,7.24
120,0,0,0,0,35.51,106.87,0,250.74,125.83,0,105.15,69.09,12.19,0,218.37,37.4,4.38,101.74,1.48,26.35,18.48,8358.06,0,276.21,480.25,1039.2,25.07,21.88,9.91,0,258.84,9.24,0,0,11.36,0,52.17,0,327.31,2842.76,93.99,0
