stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,2.46,5.54,32.16,10.73,0,3.14,0,0,0,4.24,5.07,0,1.07,0,0,0,0,1.36,0,26.72,0,0,16.7,120.48,10.63,0,0,0.81,0,70.25,1.26,48.45,5.85,0,15.32,43.79,0,0,0.81,0,0
 24-34,6.45,0.73,36.5,0,0,20.72,0,2.09,0,6.16,1.79,0,2.38,15.83,6.69,0,3.32,0,1.3,36.69,0.68,0,14.13,357.49,2.26,15.47,12.56,0,0,250.61,0,0,9.13,0,16.97,65.72,0,0,35.1,0,10.62
 36-46,0.98,0,6.11,1.12,0,61.75,5.14,11.9,0.61,8.25,1.33,0,1.53,0,7.59,2.14,2.59,1.27,2.27,39.55,2.56,2.81,7.02,467.92,3.52,38.25,2.07,0,0,303.01,1.39,0,1.47,0,0,85.86,0,0,35.78,0,26.05
 48-58,1.84,0,19.57,3.17,0,125.67,0,7.89,1.1,18.02,0.89,0,1.63,0,8.69,1.53,3.47,4.27,4.63,51.97,4.41,0.51,9.59,508.04,0,13.99,20.22,0,0,207.77,0,0,1.61,0,0,87.8,0,0,51.39,0,80.13
 60-70,0.86,0,20.48,0.76,0,157.85,0.7,11.51,3.62,29.73,3.03,0,1.29,6.48,3.43,0.63,3.82,0,14.44,126.24,0.85,4.24,4.53,622.41,1.44,29.13,23,0,4.14,195.81,0,0,2.51,0,0,61.54,1.22,3.7,23.69,0.85,43.48
 72-82,7.26,0,20.48,8.35,0,175.79,0.65,2.88,8.74,22.88,19.8,0,6.87,3.06,2.92,0.66,4.68,3.21,9.89,142.62,2.46,1.53,7.57,852.3,0,48.13,65.72,0,0,238.64,0,0,3.12,0,0,38.95,0.68,2.83,40.43,4.24,45.65
 84-94,4.21,0,53.21,23.17,0,228.51,3,11.47,3.65,55.99,34.24,6.15,1.9,21.27,8.37,4.78,11.61,4.42,2.21,99.38,3.63,23.09,9.34,611.89,0,32.66,49.65,0,0.83,466.98,0,0,4.19,0,0,40.22,0.56,0,12.26,6.78,41.9
 96-106,9.31,0,86.12,12.64,0.77,483.07,1.45,8.93,5.73,43.81,56.59,0,4.24,17.46,26.4,8.48,42.12,20.06,2.85,123.92,6.84,7.2,4.19,608.2,2.06,36.23,91.66,0,1.77,700.02,0,0,10.44,0,0,37.78,5.34,1.16,32.63,4.62,64.7
108-118,6.7,1.61,127.67,13.02,10.43,358.65,0.44,16.1,5.04,64.01,77.3,0,0,17.62,25.05,20.23,21.52,21.38,1.82,124.03,7.17,12.12,10.78,821.34,0.43,35.96,82.22,0,4.2,576.49,0,0,5.8,0.87,0,22.55,15.85,0.54,27.03,2.61,57.91
120,3.73,0,150.27,10.36,0,270.23,21.83,25.43,0,103.39,116.63,0,13.62,25.68,17.86,8.55,29.36,16.46,1.51,116.57,5.74,15.97,1.9,1292.92,0,57.24,87.56,0,4.76,332.52,0,0,6.83,0,0,28.28,1.53,12.14,15.3,0,54.66
