stage,epidermis,eye,fin.epithelia,mesenchyme,neural,periderm,taste
  3-4,0,0,0,0,0,10.4,0
  7-9,0,10.27,0,0,11.38,0,0
 10-12,0,0,0,0,14.35,0,0
 14-21,0.82,0,0,0,0.81,0,0
 36-46,0,0,0,0,0,0.73,0
 96-106,0,0,0,0.68,0,2.45,0
108-118,1.01,0,0,0,0,9.38,0.5
120,2.9,0,14.38,0,1.17,304.47,0
