stage,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fin.mesenchyme,glial,gut,immune,liver,mesenchyme,mural.cell,muscle,neural,periderm,spinal.cord,vasculature,xanthophores
 14-21,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,1.06,0,0
 24-34,0,0,0,0,0,0,0,0,0,0,4.89,0,0,0,0,0,0,0
 48-58,0,0,0,0,1.02,0.4,0,0,0,0,4.22,0,0.72,6.64,0,0.44,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,7.88,0,0.66,2.59,0,0,0,0
 72-82,0.69,0,0,0,1.19,0,0,0,0,2.91,1.99,0,0,0,0,0,0.9,0
 84-94,0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0
 96-106,2.08,0,0,7.31,14.03,0,3.34,2.32,0,161.75,3.87,2.61,2.01,23.19,5.17,0,0,10.12
108-118,3.31,1.09,0.62,0,27.15,0,2.88,0,0.45,486.46,3.77,4.93,0,24.22,2.23,0,0,0
120,0,0,0,0,0,0,2.61,0,2.51,367.86,0,0,0,80.19,1.42,0,0,0
